wav,id,ew
3693.94,N I,24.0
3694.027,Yb II,272.0
3694.199,Yb II,67.0
3694.436,Ti I,38.0
3694.817,Dy I,24.0
3694.904,Ce I,2.0
3695.056,Fe I,98.0
3695.342,V I,27.0
3695.521,Fe I,41.0
3695.652,Fe I,55.0
3695.869,V I,42.0
3696.038,Fe I,37.0
3696.296,N I,24.0
3696.383,T I,46.0
3696.57,Mn I,53.0
3696.663,Ni I,12.0
3696.911,N I,34.0
3697.15,H 17,
3697.433,Fe I,101.0
3697.537,Fe I,82.0
3697.747,Gd I,8.5
3697.871,Nb I,1.0
3698.017,Cr I,37.0
3698.167,Zr I,52.0
3698.327,CN,1.0
3698.477,CH,19.0
3698.609,Fe I,75.0
3698.694,CH,13.0
3699.017,Co I,26.0
3699.144,Fe I,69.0
3699.396,Fe I,5.5
3699.573,Fe I,2.0
3699.74,Gd I,3.0
3699.825,Fe I,32.0
3699.925,Fe I,1.5
3700.045,T I,7.5
3700.132,V I,8.0
3700.269,Tm I,34.0
3700.6,Fe I,28.0
3700.805,Fe I,4.5
3700.995,V I,186.0
3701.375,Tm I,9.0
3701.612,N I,3.0
3701.729,Mn I,20.0
3701.869,Cr I,1.0
3702.037,Fe I,68.0
3702.493,Fe I,77.0
3702.825,CN,3.5
3702.961,CN,10.0
3703.448,Fe I,14.0
3703.545,Fe I,114.0
3703.696,H 16,62.0
3703.829,H 16,78.0
3703.86,H 16,235.0
3704.083,Co I,103.0
3704.203,Fe I,4.0
3704.297,T I,50.0
3704.469,Fe I,98.0
3704.704,V I,46.0
3704.797,Fe I,5.5
3704.913,CN,3.0
3705.033,V I,33.0
3705.113,N I,7.0
3705.263,Fe I,9.0
3705.577,Fe I,562.0
3705.709,Fe I,44.0
3706.037,Ca II,290.0
3706.22,Ti II,70.0
3706.77,Sm I,1.5
3706.882,CN,12.0
3707.052,Fe I,121.0
3707.176,Sm I,10.0
3707.329,CN,78.0
3707.465,Co I,66.0
3707.562,T I,83.0
3707.826,Fe I,88.0
3707.929,Fe I,114.0
3708.188,Fe I,16.0
3708.435,Sm I,3.0
3708.611,Fe I,53.0
3708.825,Co I,45.0
3709.031,Fe I,60.0
3709.256,Fe I,573.0
3709.401,CN,8.0
3709.537,Fe I,55.0
3709.67,Fe I,56.0
3709.953,Ce I,39.0
3710.075,Cr I,7.5
3710.292,Y II,74.0
3710.881,Sm I,6.0
3711.115,V I,7.5
3711.229,Fe I,83.0
3711.301,Fe I,12.0
3711.412,Fe I,66.0
3711.535,Sm I,6.5
3711.665,Co I,10.0
3711.784,H 15,3.5
3711.94,H 15,24.0
3711.97,H 15,333.0
3712.18,Co I,11.0
3712.4,Fe I,8.5
3712.527,V I,2.0
3712.717,Cr II,9.0
3712.767,Cr II,6.0
3712.898,Cr II,111.0
3713.34,N I,14.0
3713.554,La I,7.5
3713.714,N I,22.0
3713.834,CN,2.5
3713.97,V I,2.0
3714.157,Zr I,0.5
3714.3,Y I,2.0
3714.407,Cr I,3.0
3714.787,Zr I,28.0
3715.18,Cr II,58.0
3715.397,Ti I,105.0
3715.799,T I,3.5
3715.916,Fe I,80.0
3716.05,CN,6.5
3716.451,Gd I,166.0
3716.84,CN,1.5
3716.945,CN,2.0
3717.072,Nb I,3.0
3717.271,Ti I,2.5
3717.397,Ti I,48.0
3717.836,Fe I,28.0
3718.152,V I,38.0
3718.228,CN,12.0
3718.412,Fe I,77.0
3718.615,CN,10.0
3718.839,CN,7.0
3719.265,Hf I,3.5
3719.458,N I,7.0
3719.947,Fe I,1664.0
3720.26,Zr I,11.0
3720.404,CN,10.0
3720.48,CN,10.0
3720.79,CN,1.5
3721.185,Fe I,58.0
3721.277,Fe I,45.0
3721.399,Fe I,41.0
3721.506,Ti II,53.0
3721.635,Ti II,110.0
3721.93,H 14,66.0
3721.94,H 14,536.0
3722.028,H 14,42.0
3722.139,H 14,4.0
3722.236,Fe I,36.0
3722.498,N I,22.0
3722.588,T I,694.0
3722.758,Fe I,8.0
3723.284,Sb I,7.0
3723.392,Cr I,9.5
3723.51,Nd I,10.0
3723.609,T I,47.0
3724.092,T I,43.0
3724.258,N I,6.0
3724.385,Fe I,124.0
3724.574,Ti I,60.0
3724.743,CN,8.0
3724.829,N I,52.0
3725.158,Ti I,42.0
3725.306,Fe I,12.0
3725.496,Fe I,67.0
3725.665,Fe I,7.0
3726.023,N I,14.0
3726.065,Fe I,3.5
3726.23,Nb I,0.5
3726.48,CN,2.0
3726.665,Co I,37.0
3726.92,Fe I,202.0
3727.026,Fe I,36.0
3727.347,V II,59.0
3727.531,V II,8.5
3727.685,Fe I,14.0
3728.042,Ru I,40.0
3728.137,Nd I,12.0
3728.332,V I,30.0
3728.402,Ce I,5.5
3728.48,Sm I,5.0
3728.671,Fe I,73.0
3728.862,Co I,5.5
3728.954,N I,80.0
3729.072,CN,7.5
3729.18,CN,3.0
3729.339,Fe I,10.0
3729.524,Zr I,7.0
3729.813,Ti I,83.0
3730.012,CN,22.0
3730.392,Fe I,118.0
3730.483,Co I,102.0
3730.59,CN,15.0
3730.756,N I,106.0
3730.95,Fe I,87.0
3731.261,Sm I,31.0
3731.381,Fe I,80.0
3731.621,CN,12.0
3731.814,CN,1.5
3731.93,Mn I,22.0
3732.035,Cr I,54.0
3732.406,Fe I,142.0
3732.634,V II,11.0
3732.752,V II,64.0
3732.885,V II,3.5
3732.985,CN,4.0
3733.33,Fe I,228.0
3733.492,Co I,77.0
3734.135,Co I,17.0
3734.285,H 13,9.0
3734.536,H 13,13.0
3734.874,Fe I,3027.0
3735.334,Fe I,69.0
3735.444,CN,8.0
3735.551,Nd I,5.0
3735.7,T I,15.0
3735.898,Co I,27.0
3735.964,Sm I,22.0
3736.044,CN,3.5
3736.476,CN,11.0
3736.816,Ca II,39.0
3736.917,Ca II,290.0
3737.141,Fe I,1071.0
3737.576,Cr I,78.0
3737.758,CN,6.0
3737.986,V I,1.0
3738.069,Nd I,5.5
3738.139,Zr I,5.0
3738.363,Cr I,136.0
3738.758,V I,6.0
3739.118,Fe I,53.0
3739.228,N I,104.0
3739.325,Fe I,50.0
3739.529,Fe I,112.0
3739.783,N I,55.0
3740.064,Fe I,65.0
3740.464,CN,4.0
3740.72,Nb I,2.0
3741.065,T I,93.0
3741.198,CN,3.5
3741.312,Sm I,13.0
3741.479,Ti II,56.0
3741.645,Ti II,133.0
3741.833,Ti II,5.0
3741.903,CN,8.5
3742.079,Fe I,20.0
3742.146,Fe I,66.0
3742.95,Fe I,75.0
3743.368,Fe I,592.0
3743.485,Fe I,92.0
3743.585,Cr I,70.0
3743.779,Fe I,47.0
3743.888,Cr I,74.0
3743.997,CN,3.5
3744.493,Cr I,84.0
3744.756,CN,3.5
3745.048,CN,2.5
3745.475,Fe I,9.3
3745.574,Fe I,1202.0
3745.83,V I,12.0
3745.91,Fe I,540.0
3746.048,CN,14.0
3746.475,Fe I,72.0
3746.721,Ca I,2.5
3747.552,Y I,44.0
3747.821,Dy I,4.5
3748.0,V I,50.0
3748.088,CN,10.0
3748.271,Fe I,497.0
3748.405,Ca I,2.5
3748.506,Fe I,19.0
3748.605,Fe I,8.0
3748.677,Cr I,17.0
3748.966,Fe I,103.0
3749.051,N I,48.0
3749.495,Fe I,1907.0
3749.938,Co I,13.0
3750.139,CN,1.5
3750.205,CN,3.5
3750.304,Ca I,25.0
3750.678,Fe I,27.0
3750.773,Mn I,8.5
3750.872,V I,26.0
3750.993,CN,1.0
3751.09,Fe I,32.0
3751.224,V I,15.0
3751.592,Zr I,42.0
3751.659,Co I,10.0
3751.824,Fe I,50.0
3752.191,CN,6.0
3752.265,CN,5.5
3752.418,Fe I,78.0
3752.506,Nd I,12.0
3752.86,T I,95.0
3753.142,Fe I,60.0
3753.34,Ca I,56.0
3753.525,Dy I,8.5
3753.62,Fe I,132.0
3753.751,Dy I,12.0
3754.04,Fe I,1.5
3754.225,CN,6.5
3754.339,Co I,18.0
3754.578,Cr I,120.0
3754.725,Co I,22.0
3754.874,Fe I,5.0
3755.006,Fe I,3.0
3755.134,CN,13.0
3755.452,Co I,44.0
3755.573,Fe I,15.0
3755.722,V I,1.5
3755.823,Cr I,2.5
3756.072,Fe I,65.0
3756.264,CN,6.5
3756.339,CN,6.0
3756.564,CN,4.5
3756.65,CN,7.5
3756.941,Fe I,96.0
3757.072,CN,2.0
3757.165,Cr I,32.0
3757.368,Dy I,16.0
3757.684,T I,92.0
3757.81,Zr I,14.0
3758.033,Cr I,13.0
3758.316,Fe I,3.0
3758.956,Nd I,4.5
3759.075,La I,29.0
3759.299,Ti II,334.0
3759.473,Ti II,19.0
3759.689,Co I,4.5
3759.892,CN,8.5
3760.224,H 12,24.0
3760.32,H 12,3.0
3760.392,CN,23.0
3760.537,Fe I,100.0
3760.705,Sm I,12.0
3760.8,CN,3.0
3760.931,CN,14.0
3761.067,Fe I,46.0
3761.32,T I,277.0
3761.556,Cr II,12.0
3761.874,Cr II,78.0
3762.21,Fe I,58.0
3762.309,CN,75.0
3762.618,N I,34.0
3762.757,CN,8.0
3762.87,CN,16.0
3763.175,CN,9.0
3763.288,CN,4.5
3763.376,Mn I,6.5
3763.476,Nd I,14.0
3763.803,Fe I,829.0
3764.221,Fe I,39.0
3764.284,CN,7.5
3764.384,Sm I,28.0
3764.59,CN,10.0
3764.65,CN,5.0
3764.849,CN,5.0
3764.922,CN,3.0
3765.057,Rh I,4.0
3765.551,Fe I,174.0
3765.71,Fe I,68.0
3766.094,Fe I,56.0
3766.24,CN,25.0
3766.323,CN,16.0
3766.457,CN,9.5
3766.666,Fe I,78.0
3766.82,Fe I,39.0
3767.204,Fe I,820.0
3767.437,Cr I,20.0
3767.545,CN,11.0
3767.65,Ca I,15.0
3767.705,V I,13.0
3767.897,Zr I,3.0
3768.034,Fe I,78.0
3768.095,Cr I,12.0
3768.16,CN,4.5
3768.248,Cr I,60.0
3768.406,Gd I,22.0
3768.733,Cr I,44.0
3768.89,CN,6.5
3769.019,Cr I,21.0
3769.653,Ni II,4.0
3769.722,CN,5.0
3769.813,CN,7.5
3769.994,Fe I,77.0
3770.169,CN,25.0
3770.307,Fe I,65.0
3770.413,Fe I,49.0
3770.531,H 11,4.0
3770.63,H 11,1860.0
3770.972,V I,44.0
3771.113,CN,4.0
3771.18,CN,1.5
3771.331,CN,2.0
3771.38,CN,3.5
3771.497,Fe I,44.0
3771.658,T I,62.0
3771.75,CN,7.0
3771.814,CN,14.0
3771.971,Zr I,1.0
3772.104,CN,19.0
3772.188,CN,13.0
3772.384,CN,3.5
3772.533,N I,86.0
3772.931,V I,24.0
3773.364,Fe I,43.0
3773.472,CN,11.0
3773.561,CN,10.0
3773.699,Fe I,88.0
3774.033,CN,13.0
3774.111,CN,11.0
3774.336,Y II,74.0
3774.515,Y II,8.5
3774.652,T I,74.0
3774.832,Fe I,100.0
3775.204,CN,10.0
3775.29,CN,14.0
3775.423,CN,6.5
3775.578,N I,144.0
3775.86,Ti II,48.0
3775.949,Ti II,12.0
3776.059,Ti II,84.0
3776.198,Ti II,21.0
3776.334,CN,7.5
3776.461,Fe I,90.0
3776.559,Y I,46.0
3777.074,Fe I,68.0
3777.332,Cr I,50.0
3777.456,Fe I,94.0
3777.569,Co I,8.5
3777.664,CN,8.0
3777.752,CN,6.0
3777.846,CN,14.0
3777.928,CN,23.0
3778.066,N I,66.0
3778.163,Sm I,20.0
3778.327,Fe V,82.0
3778.515,Fe I,88.0
3778.703,Fe I,88.0
3778.798,CN,58.0
3778.911,CN,7.0
3779.098,CN,1.5
3779.207,Fe I,48.0
3779.316,CN,8.5
3779.731,CN,24.0
3779.808,CN,16.0
3780.0,Cr I,1.0
3780.228,CN,10.0
3780.32,CN,9.0
3780.42,CN,24.0
3780.516,CN,26.0
3780.856,CN,15.0
3781.19,Fe I,76.0
3781.41,V I,4.0
3781.516,Fe I,18.0
3781.938,Fe I,70.0
3782.119,Fe I,70.0
3782.218,CN,19.0
3782.318,CN,18.0
3782.453,Fe I,74.0
3782.613,Fe I,64.0
3782.729,Zr I,4.0
3782.848,Fe I,3.5
3782.995,CN,4.0
3783.085,CN,11.0
3783.349,Fe II,68.0
3783.535,Fe II,164.0
3783.73,Co I,4.5
3783.818,CN,29.0
3783.9,CN,24.0
3784.252,Nd I,16.0
3784.365,CN,6.0
3784.675,CN,6.0
3784.826,Fe I,4.5
3785.013,CN,6.0
3785.084,CN,6.0
3785.317,CN,31.0
3785.397,CN,28.0
3785.496,CN,20.0
3785.578,CN,16.0
3785.707,Fe I,96.0
3785.79,Fe I,46.0
3785.952,Fe I,122.0
3786.175,Fe I,144.0
3786.329,Ti I,80.0
3786.682,Fe I,132.0
3786.842,Fe I,22.0
3787.166,Fe I,139.0
3787.482,CN,6.5
3787.891,Fe I,512.0
3788.215,Sm I,2.0
3788.439,Dy I,38.0
3788.528,CN,18.0
3788.701,Y I,84.0
3788.861,Cr I,69.0
3788.97,CN,30.0
3789.046,CN,25.0
3789.184,Fe I,110.0
3789.3,T I,22.0
3789.499,Cr I,24.0
3789.577,Fe I,56.0
3789.728,Cr I,22.0
3789.822,Fe I,98.0
3789.921,CN,25.0
3790.098,Fe I,179.0
3790.223,Cr I,138.0
3790.332,V I,32.0
3790.447,Cr I,96.0
3790.657,Fe I,157.0
3790.759,Fe I,119.0
3790.833,La I,38.0
3790.994,CN,6.0
3791.11,CN,45.0
3791.194,CN,8.5
3791.26,Sm I,4.0
3791.38,Cr I,43.0
3791.509,Fe I,75.0
3791.749,Fe I,69.0
3791.904,CN,12.0
3792.079,CN,110.0
3792.347,N I,86.0
3792.565,CN,33.0
3792.651,CN,121.0
3792.832,Fe I,72.0
3792.932,CN,18.0
3793.291,Cr I,27.0
3793.358,Fe I,66.0
3793.605,N I,123.0
3793.707,CN,10.0
3793.782,CN,9.0
3793.876,Cr I,80.0
3793.97,Sm I,7.5
3794.615,La II,22.0
3794.773,La II,48.0
3795.302,CN,25.0
3795.375,CN,10.0
3795.538,Fe I,65.0
3795.743,Tm I,10.0
3795.815,CN,21.0
3795.9,T I,16.0
3796.015,Fe I,25.0
3796.107,CN,16.0
3796.186,CN,31.0
3796.308,CN,3.5
3796.391,Gd I,14.0
3796.496,Zr I,15.0
3796.66,CN,3.0
3796.887,Ti I,76.0
3796.974,CN,20.0
3797.065,CN,9.5
3797.139,Cr I,37.0
3797.245,CN,20.0
3797.522,Fe I,103.0
3797.72,H 10,34.0
3797.851,H 10,17.0
3797.954,H 10,54.0
3798.086,H 10,11.0
3798.257,Mo I,12.0
3798.348,Fe I,5.0
3798.521,Fe I,304.0
3798.648,CN,18.0
3798.774,CN,9.0
3798.903,Ru I,20.0
3799.021,Fe I,1.0
3799.135,CN,7.0
3799.251,Mn I,30.0
3799.348,Ru I,16.0
3799.558,Fe I,622.0
3799.677,Fe I,16.0
3799.792,T I,41.0
3799.908,V I,44.0
3800.034,CN,58.0
3800.113,CN,18.0
3800.19,Fe I,3.0
3800.546,Mn I,34.0
3800.739,Fe IX,9.0
3801.025,Sn I,5.5
3801.113,T I,33.0
3801.303,CN,17.0
3801.371,Fe I,75.0
3801.47,Fe I,6.5
3801.542,Ce I,50.0
3801.909,Mn I,2.5
3801.99,Fe I,105.0
3802.285,Fe I,80.0
3802.482,CN,19.0
3802.731,CN,28.0
3802.813,CN,23.0
3803.09,CN,61.0
3803.177,CN,16.0
3803.482,V I,42.0
3803.576,CN,14.0
3803.678,CN,11.0
3803.772,V I,6.5
3803.906,V I,11.0
3804.015,Fe I,100.0
3804.099,CN,8.0
3804.178,CN,31.0
3804.346,CN,7.0
3804.486,CN,19.0
3804.612,CN,68.0
3804.696,CN,29.0
3804.793,CN,95.0
3804.931,CN,19.0
3805.0,Fe I,5.0
3805.117,CN,30.0
3805.198,CN,13.0
3805.349,Fe I,171.0
3805.45,CN,12.0
3805.53,CN,60.0
3805.745,CN,32.0
3805.85,CN,10.0
3805.964,CN,7.0
3806.119,CN,27.0
3806.219,Fe I,105.0
3806.375,CN,67.0
3806.445,CN,48.0
3806.572,Cr I,20.0
3806.718,Mn I,209.0
3806.86,Cr I,54.0
3807.151,N I,193.0
3807.285,CN,43.0
3807.397,CN,27.0
3807.544,Fe I,178.0
3807.689,CN,32.0
3807.775,CN,14.0
3807.937,Cr I,111.0
3808.134,Ce I,110.0
3808.286,Fe I,90.0
3808.522,V I,37.0
3808.734,Fe I,114.0
3809.049,Fe I,85.0
3809.162,Fe I,24.0
3809.25,Fe I,5.0
3809.412,CN,20.0
3809.49,CN,26.0
3809.586,V I,132.0
3809.692,CN,75.0
3809.85,CN,6.0
3809.921,CN,20.0
3810.034,CN,15.0
3810.54,CN,41.0
3810.618,CN,23.0
3810.76,Fe I,120.0
3810.9,Fe I,28.0
3811.041,Co I,72.0
3811.176,CN,2.5
3811.298,N I,67.0
3811.38,CN,35.0
3811.646,CN,3.5
3811.894,Fe I,147.0
3811.982,CN,48.0
3812.062,CN,37.0
3812.248,Y I,44.0
3812.448,Co I,18.0
3812.592,CN,3.5
3812.672,CN,17.0
3812.962,Fe I,322.0
3813.075,Fe I,104.0
3813.262,Ti II,40.0
3813.394,Ti II,138.0
3813.491,Ti II,54.0
3813.64,Fe I,86.0
3814.122,Fe I,38.0
3814.244,CN,8.5
3814.358,CN,22.0
3814.892,CN,26.0
3815.08,CN,4.0
3815.21,Fe I,13.0
3815.328,V I,27.0
3815.437,Cr I,51.0
3815.851,Fe I,1272.0
3816.11,CN,27.0
3816.191,Cr I,39.0
3816.345,Fe I,100.0
3816.636,CN,17.0
3816.745,Mn I,47.0
3816.922,Fe I,80.0
3817.056,CN,17.0
3817.148,CN,9.5
3817.25,Fe I,1.0
3817.382,CN,34.0
3817.843,V I,40.0
3818.083,CN,12.0
3818.195,CN,75.0
3818.345,Y I,55.0
3818.475,Cr I,38.0
3818.749,CN,16.0
3818.89,Nb I,3.5
3819.063,CN,49.0
3819.273,CN,68.0
3819.381,CN,14.0
3819.494,Eu II,83.0
3819.573,Eu II,53.0
3819.688,Eu II,43.0
3819.797,Eu II,9.0
3819.901,Co I,7.5
3819.961,V I,21.0
3820.303,L-band,2.5
3820.436,L-band,1712.0
3820.561,L-band,5.5
3820.656,CN,23.0
3820.748,CN,13.0
3820.877,Cr I,41.0
3820.99,CN,7.0
3821.187,Fe I,93.0
3821.494,V I,14.0
3821.586,Cr I,11.0
3821.728,CN,52.0
3821.84,Fe II p,130.0
3821.937,Fe II p,64.0
3822.017,Fe II p,69.0
3822.11,Fe II p,15.0
3822.328,CN,86.0
3822.648,CN,18.0
3822.856,CN,75.0
3822.954,CN,14.0
3823.023,CN,46.0
3823.088,CN,29.0
3823.216,V I,25.0
3823.356,Mn I,18.0
3823.514,Mn I,116.0
3823.757,CN,51.0
3823.818,CN,23.0
3823.895,Mn I,93.0
3824.082,Fe I,10.0
3824.312,Fe I,85.0
3824.452,Fe I,519.0
3824.75,CN,11.0
3824.799,CN,3.5
3824.926,Fe I,52.0
3825.046,CN,8.0
3825.126,CN,11.0
3825.236,CN,34.0
3825.311,CN,25.0
3825.408,Fe I,40.0
3825.599,CN,28.0
3825.683,CN,11.0
3825.891,Fe I,1519.0
3826.093,CN,5.0
3826.207,Sm I,18.0
3826.313,CN,12.0
3826.418,Cr I,25.0
3826.5,CN,1.0
3826.709,CN,58.0
3826.77,CN,15.0
3826.852,Fe I,88.0
3826.957,CN,32.0
3827.084,Fe I,7.5
3827.213,CN,8.0
3827.383,CN,17.0
3827.486,Zr I,8.0
3827.58,Fe I,73.0
3827.832,Fe I,897.0
3828.16,CN,60.0
3828.224,CN,34.0
3828.404,CN,15.0
3828.51,Fe I,94.0
3828.659,CN,10.0
3828.835,V I,26.0
3828.972,CN,13.0
3829.154,Fe I,77.0
3829.365,Mg I,874.0
3829.48,Mg I,23.0
3829.592,CN,22.0
3829.685,Mn I,69.0
3829.901,CN,12.0
3830.076,CN,50.0
3830.311,CN,7.5
3830.375,CN,25.0
3830.609,CN,43.0
3830.665,CN,10.0
3830.764,Fe I,75.0
3830.867,Fe I,65.0
3831.037,Cr I,77.0
3831.198,CN,17.0
3831.38,CN,8.5
3831.52,Ni I,7.0
3831.7,Ni I,129.0
3831.888,Ni I,26.0
3832.034,CN,14.0
3832.166,Mg I,12.0
3832.31,Mg I,1685.0
3832.649,CN,16.0
3832.888,N I,51.0
3833.019,CN,12.0
3833.084,CN,33.0
3833.208,T I,25.0
3833.317,Fe I,53.0
3833.491,Cr I,2.5
3833.608,CN,23.0
3833.702,T I,25.0
3833.783,CN,34.0
3833.866,Mn I,63.0
3833.959,Ca I,6.0
3834.02,CN,9.5
3834.233,Fe I,624.0
3834.371,Fe I,21.0
3834.55,CN,17.0
3834.629,CN,3.0
3834.729,Cr I,9.5
3834.885,CN,4.5
3835.161,CN,68.0
3835.37,H 9,13.0
3835.39,H 9,2362.0
3835.552,H 9,33.0
3835.725,Sm I,12.0
3835.978,Zr I,4.0
3836.09,Ti I,58.0
3836.337,Fe I,72.0
3836.501,CN,80.0
3836.769,Zr I,39.0
3837.141,Fe I,54.0
3837.423,CN,24.0
3837.635,CN,46.0
3837.823,CN,55.0
3837.898,CN,15.0
3838.302,Mg I,1920.0
3838.538,Ce I,24.0
3838.751,CN,63.0
3838.996,Nd I,17.0
3839.139,CN,36.0
3839.263,Fe I,104.0
3839.439,CN,44.0
3839.785,Fe I,82.0
3839.85,CN,8.0
3840.105,CN,20.0
3840.201,Fe I,13.0
3840.447,Fe I,567.0
3840.897,CN,20.0
3841.058,Fe I,517.0
3841.28,Cr I,44.0
3841.46,Co I,22.0
3841.73,CN,124.0
3841.95,CN,43.0
3842.054,Co I,126.0
3842.217,CN,49.0
3842.45,CN,36.0
3842.644,CN,46.0
3842.767,Fe I,12.0
3842.903,Fe I,26.0
3843.264,Fe I,138.0
3843.463,CN,73.0
3843.626,Cr I,5.0
3843.715,Fe I,145.0
3843.826,Co I,15.0
3844.031,CN,109.0
3844.131,CN,126.0
3844.448,V I,53.0
3844.574,CN,38.0
3844.725,CN,23.0
3844.892,V I,46.0
3845.02,CN,72.0
3845.325,CN,16.0
3845.47,Co I,135.0
3845.7,Fe I,85.0
3845.813,CN,32.0
3845.993,Fe I,104.0
3846.417,Fe I,105.0
3846.531,CN,30.0
3846.642,CN,104.0
3846.809,Fe I,160.0
3846.95,Fe I,110.0
3847.259,CN,52.0
3847.339,V I,53.0
3847.519,Sm I,13.0
3847.848,CN,146.0
3847.965,CN,18.0
3848.051,CN,18.0
3848.114,CN,16.0
3848.194,CN,19.0
3848.297,Fe I,92.0
3848.533,Nd I,25.0
3848.611,CN,41.0
3848.706,CN,17.0
3848.847,CN,70.0
3849.006,Cr I,121.0
3849.266,CN,14.0
3849.367,Cr I,88.0
3849.543,Cr I,53.0
3849.69,Fe I,3.5
3849.757,CN,36.0
3849.879,CN,13.0
3849.977,Fe I,608.0
3850.165,CN,59.0
3850.303,CN,10.0
3850.402,CN,20.0
3850.492,V I,65.0
3850.653,CN,54.0
3850.826,Fe I,222.0
3851.086,CN,11.0
3851.172,V I,24.0
3851.291,CN,102.0
3851.536,CN,68.0
3851.599,CN,13.0
3851.679,CN,33.0
3851.756,Nd I,14.0
3851.858,CN,24.0
3852.111,CN,15.0
3852.217,Cr I,63.0
3852.407,CN,52.0
3852.579,Fe I,148.0
3852.765,CN,44.0
3852.912,CN,25.0
3853.047,T I,46.0
3853.203,Cr I,82.0
3853.341,CN,54.0
3853.67,S I,23.0
3853.732,T I,58.0
3853.832,CN,31.0
3853.905,CN,38.0
3854.059,CN,67.0
3854.211,CN,81.0
3854.266,CN,7.5
3854.37,Fe I,130.0
3854.571,CN,189.0
3854.734,CN,64.0
3854.854,CN,84.0
3854.953,CN,20.0
3855.412,V I,151.0
3855.631,CN,122.0
3855.851,Fe I,96.0
3855.972,CN,56.0
3856.026,S I,13.0
3856.232,CN,19.0
3856.381,Fe I,648.0
3856.539,Mn I,18.0
3856.664,CN,66.0
3856.82,Co I,7.0
3856.923,CN,27.0
3857.0,CN,8.0
3857.08,CN,10.0
3857.154,CN,54.0
3857.336,CN,28.0
3857.445,CN,23.0
3857.667,Cr I,149.0
3857.819,CN,73.0
3858.011,CN,18.0
3858.132,T I,71.0
3858.303,N I,202.0
3858.589,CN,38.0
3858.689,CN,95.0
3858.917,CN,131.0
3859.111,CN,17.0
3859.28,CN,108.0
3859.435,CN,13.0
3859.668,CN,51.0
3859.922,Fe I,1554.0
3860.219,CN,32.0
3860.292,CN,18.0
3860.431,CN,21.0
3860.495,CN,20.0
3860.626,CN,61.0
3860.728,Fe I,5.5
3860.828,CN,35.0
3860.93,CN,34.0
3861.023,CN,51.0
3861.167,Co I,104.0
3861.458,CN,12.0
3861.547,CN,250.0
3861.712,CN,35.0
3861.837,CN,51.0
3861.98,CN,32.0
3862.114,CN,1.0
3862.227,V I,6.5
3862.324,CN,20.0
3862.407,CN,18.0
3862.494,CN,84.0
3862.593,S I,38.0
3862.693,CN,22.0
3862.763,CN,12.0
3862.829,T I,31.0
3862.907,CN,13.0
3862.979,CN,14.0
3863.068,N I,41.0
3863.401,CN,89.0
3863.521,CN,26.0
3863.6,CN,16.0
3863.701,Fe I,157.0
3863.868,I V,23.0
3864.111,Mo I,46.0
3864.305,CN,61.0
3864.492,CN,68.0
3864.668,CN,16.0
3864.874,V I,78.0
3865.003,CN,28.0
3865.079,CN,76.0
3865.32,CN,40.0
3865.533,Fe I,377.0
3866.104,CN,39.0
3866.173,CN,17.0
3866.247,CN,21.0
3866.393,CN,67.0
3866.553,CN,28.0
3866.722,V I,31.0
3866.826,CN,80.0
3866.981,CN,61.0
3867.064,CN,26.0
3867.224,Fe I,110.0
3867.316,CN,24.0
3867.387,CN,45.0
3867.627,CN,87.0
3867.774,T I,54.0
3867.863,CN,100.0
3868.04,CN,35.0
3868.13,CN,50.0
3868.239,Fe I,58.0
3868.409,N I,78.0
3868.492,CN,23.0
3868.569,CN,45.0
3868.651,CN,22.0
3868.741,CN,80.0
3869.047,CN,46.0
3869.173,CN,88.0
3869.612,Fe I,154.0
3869.829,CN,94.0
3870.072,CN,95.0
3870.664,CN,53.0
3870.887,CN,85.0
3871.016,CN,19.0
3871.136,CN,13.0
3871.234,CN,12.0
3871.392,CN,764.0
3871.563,CH,77.0
3871.651,La I,25.0
3871.758,Fe I,132.0
3871.903,CH,37.0
3872.0,Fe I,70.0
3872.062,CN,59.0
3872.179,CN,19.0
3872.273,CN,28.0
3872.51,Fe I,612.0
3872.732,CN,44.0
3872.834,CH,30.0
3873.133,Co I,135.0
3873.199,T I,15.0
3873.294,CN,39.0
3873.502,CN,97.0
3873.767,Fe I,105.0
3873.959,Co I,106.0
3874.06,Fe I,116.0
3874.123,CN,12.0
3874.193,CN,35.0
3874.356,Zr I,2.0
3874.524,CH,85.0
3874.726,CN,87.0
3875.085,V I,74.0
3875.546,Sm I,45.0
3875.78,CN,72.0
3875.884,CN,74.0
3876.051,Fe I,141.0
3876.31,CN,30.0
3876.486,CN,64.0
3876.678,Fe I,40.0
3876.845,CN,91.0
3876.978,CN,84.0
3877.198,CH,58.0
3877.344,CN,54.0
3877.451,CN,76.0
3877.609,T I,12.0
3877.835,CN,37.0
3877.935,CN,12.0
3878.027,Fe I,555.0
3878.302,Mg I,78.0
3878.412,Fe I,13.0
3878.58,Fe I,724.0
3878.679,Fe I,50.0
3878.838,CN,26.0
3879.041,Ru I,6.0
3879.257,CN,122.0
3879.576,CN,49.0
3879.659,CN,84.0
3879.964,CN,45.0
3880.038,CN,100.0
3880.19,CH,63.0
3880.394,CN,139.0
3880.458,CN,2.0
3880.74,CN,130.0
3881.04,CN,121.0
3881.206,Cr I,21.0
3881.307,CN,147.0
3881.49,CH,7.5
3881.591,CN,127.0
3881.875,CN,117.0
