wav,id,ew
4140.831,CN,6.5
4141.652,CN,19.0
4141.755,La I,3.0
4141.871,Fe I,68.0
4142.177,N I,51.0
4142.308,N I,43.0
4142.407,Ce I,10.0
4142.474,Cr I,45.0
4142.588,Fe I,70.0
4142.842,Y I,22.0
4142.944,V I,28.0
4143.041,T I,23.0
4143.16,Pr I,12.0
4143.274,Ti I,5.5
4143.416,Fe I,134.0
4143.878,Fe I,466.0
4144.197,Ru I,15.0
4144.242,CN,6.0
4144.768,CN,14.0
4145.005,Ce I,19.0
4145.201,Fe I,38.0
4145.559,CH,32.0
4145.863,CN,6.0
4146.068,Fe I,72.0
4146.234,Cr I,18.0
4147.213,CN,15.0
4147.347,Fe I,52.0
4147.52,Mn I,38.0
4147.675,Fe I,110.0
4148.252,Fe I,6.0
4148.493,CN,13.0
4148.72,N I,6.5
4148.783,Mn I,20.0
4148.917,Ce I,5.0
4149.202,Zr II,62.0
4149.37,Zr II,111.0
4149.495,Fe I,38.0
4149.699,CH,3.5
4149.765,Fe I,67.0
4150.06,V I,4.5
4150.254,Fe I,75.0
4150.375,N I,10.0
4150.445,Co I,43.0
4150.548,T I,9.5
4150.706,CN,9.0
4150.97,Ti I,43.0
4151.3,Fe I,5.0
4151.567,Cr I,4.0
4151.95,Fe I,62.0
4152.176,Fe I,107.0
4152.317,CN,16.0
4152.388,CN,8.5
4152.601,Nb I,8.0
4152.766,Cr I,22.0
4152.97,Fe I,2.5
4153.066,Cr I,9.0
4153.389,CH,36.0
4153.62,CH,24.0
4153.82,Cr I,21.0
4153.906,Fe I,138.0
4154.287,CH,18.0
4154.505,CH,126.0
4154.814,Fe I,120.0
4155.199,Sm I,3.5
4155.428,CN,6.5
4155.523,Mn I,6.0
4155.915,Fe I,35.0
4156.083,Nd I,30.0
4156.307,Fe I,103.0
4156.455,Fe I,51.0
4156.672,Fe I,80.0
4156.806,Fe I,126.0
4157.004,Mn I,26.0
4158.081,CN,56.0
4158.267,T I,3.5
4158.376,Fe I,34.0
4158.539,N I,6.0
4158.798,Fe I,103.0
4159.044,Ce I,12.0
4159.24,CH,114.0
4159.645,Ti I,13.0
4159.865,CN,18.0
4160.246,CN,19.0
4160.559,Fe I,30.0
4161.085,Zr II,52.0
4161.208,Zr II,58.0
4161.31,Zr II,7.0
4161.408,Cr I,26.0
4161.517,Fe I,96.0
4161.799,Sr I,30.0
4162.292,CN,6.0
4162.46,CH,29.0
4162.66,CH,34.0
4162.984,CN,3.0
4163.289,CN,3.5
4163.48,Ti II,42.0
4163.654,Ti II,107.0
4163.909,CN,5.5
4164.02,V I,15.0
4164.153,T I,5.0
4164.642,N I,19.0
4164.781,Fe I,24.0
4165.119,Mg I,41.0
4165.391,Fe I,84.0
4165.516,Ce II,5.5
4165.595,Ce II,48.0
4165.999,Ba I,9.0
4166.1,CN,8.0
4166.193,CN,2.5
4166.352,Zr I,20.0
4166.532,CN,4.0
4166.965,N I,37.0
4167.038,CN,8.0
4167.173,Mg I,24.0
4167.277,Mg I,200.0
4167.4,Mg I,14.0
4167.52,Y I,11.0
4167.571,CH,54.0
4167.864,Fe I,50.0
4167.968,Fe I,67.0
4168.12,Nb I,5.5
4168.287,Cr I,1.0
4168.62,Fe I,51.0
4168.95,Fe I,55.0
4169.093,Fe I,8.0
4169.252,CN,7.5
4169.336,T I,10.0
4169.469,CN,9.0
4169.615,CH,54.0
4169.765,Fe I,52.0
4169.853,Cr I,17.0
4170.485,CN,7.5
4170.635,Cr I,8.0
4170.912,Fe I,97.0
4171.05,T I,92.0
4171.908,Fe I,90.0
4172.053,Ga I,42.0
4172.131,Fe I,99.0
4172.482,CH,48.0
4172.644,Fe I,108.0
4172.885,CN,4.5
4172.975,Fe I,49.0
4173.149,Fe I,11.0
4173.323,Fe II,76.0
4173.542,Ti II,59.0
4173.933,Fe I,85.0
4174.077,T I,40.0
4174.15,Y I,3.0
4174.183,Fe I,2.0
4174.317,Mn I,17.0
4174.405,Fe I,33.0
4174.486,T I,6.5
4174.812,Cr I,33.0
4174.917,Fe I,103.0
4175.13,CH,66.0
4175.643,Fe I,110.0
4176.267,CN,8.5
4176.411,Fe I,19.0
4176.577,Fe I,124.0
4176.99,CN,10.0
4177.08,Fe I,27.0
4177.195,Cr I,2.0
4177.332,Nd I,29.0
4177.421,CN,3.0
4177.537,Y I,151.0
4177.849,CH,48.0
4178.059,Fe I,83.0
4178.235,CN,15.0
4178.382,CN,25.0
4178.625,CN,16.0
4178.859,Fe II,79.0
4178.944,Fe II,7.5
4179.057,Fe II,6.5
4179.249,Cr I,49.0
4179.383,V I,126.0
4179.578,CN,15.0
4179.674,Fe I,2.5
4179.811,Zr I,14.0
4180.045,CN,10.0
4180.154,CN,3.0
4180.242,CN,6.0
4180.571,CN,6.5
4180.678,CN,6.5
4180.904,CN,12.0
4180.99,CN,4.0
4181.189,Fe I,13.0
4181.353,CN,10.0
4181.551,Fe I,62.0
4181.764,Fe I,148.0
4182.216,CN,26.0
4182.387,Fe I,88.0
4182.589,V I,7.0
4182.763,Fe I,63.0
4183.008,Fe I,36.0
4183.186,Fe I,9.5
4183.326,T I,32.0
4183.457,V I,78.0
4183.628,Fe I,17.0
4184.312,Ti II,76.0
4184.478,Ti II,21.0
4184.9,Fe I,97.0
4184.996,CN,14.0
4185.364,Cr I,14.0
4185.651,Fe I,12.0
4185.779,Fe I,19.0
4185.971,Ti I,1.0
4186.126,T I,42.0
4186.336,CN,39.0
4186.622,Ce II,95.0
4187.047,Fe I,204.0
4187.255,Co I,31.0
4187.335,Ce I,22.0
4187.594,Fe I,76.0
4188.315,Fe I,16.0
4188.45,CN,8.5
4188.737,Fe I,120.0
4188.978,N I,72.0
4189.102,CH,44.0
4189.565,Fe I,70.0
4189.816,V I,16.0
4189.989,Mn I,21.0
4190.13,Cr I,25.0
4190.396,V I,10.0
4190.893,V I,11.0
4191.277,Cr I,47.0
4191.437,Fe I,181.0
4191.683,Fe I,98.0
4191.863,CN,14.0
4192.016,CN,52.0
4192.101,Cr I,22.0
4192.204,CH,14.0
4192.4,CN,10.0
4192.572,CH,66.0
4192.908,CN,9.0
4193.107,Ce I,7.5
4193.278,CN,5.5
4193.383,CN,5.5
4193.447,CN,7.5
4193.621,Fe I,46.0
4193.811,CN,23.0
4193.874,Ce I,8.5
4194.089,Fe I,2.0
4194.241,CN,10.0
4194.316,CN,6.0
4194.488,Fe I,17.0
4194.627,CN,6.5
4194.736,CN,42.0
4194.848,CH,65.0
4194.996,CH,47.0
4195.34,Fe I,127.0
4195.415,Cr I,11.0
4195.528,Ni I,38.0
4195.627,Fe I,86.0
4195.945,CN,20.0
4196.214,Fe I,98.0
4196.419,CN,25.0
4196.542,Fe I,67.0
4196.675,Fe I,42.0
4196.767,CN,11.0
4196.878,CN,15.0
4196.996,CN,9.5
4197.1,Fe I,66.0
4197.234,Cr I,21.0
4197.36,Fe I,16.0
4197.508,Fe I,2.5
4197.64,CN,23.0
4198.068,Fe I,93.0
4198.33,Fe I,234.0
4198.426,Fe I,12.0
4198.638,CH,128.0
4198.732,Ce I,11.0
4199.105,Fe I,183.0
4199.278,Y I,12.0
4199.372,Fe I,22.0
4199.524,Fe I,3.5
4199.673,CN,5.0
4199.743,CN,4.5
4199.888,Ru I,45.0
4199.99,Fe I,79.0
4200.101,Fe I,17.0
4200.454,N I,38.0
4200.601,CH,56.0
4200.7,CH,23.0
4200.78,T I,51.0
4200.932,Fe I,96.0
4201.068,Ca I,16.0
4201.426,Zr I,5.5
4201.577,CH,30.0
4201.715,Ni I,65.0
4202.04,Fe I,326.0
4202.348,V II,63.0
4202.502,V II,20.0
4202.591,CN,11.0
4202.759,Fe I,58.0
4202.94,CN,17.0
4203.129,Ca I,40.0
4203.461,T I,13.0
4203.574,Fe I,53.0
4203.692,Fe I,1.0
4203.773,CN,2.5
4203.942,Fe I,123.0
4204.2,V I,26.0
4204.344,CN,5.0
4204.461,Cr I,13.0
4204.602,CN,1.0
4204.753,CH,82.0
4205.027,Eu I,81.0
4205.39,Mn I,41.0
4205.544,Fe I,89.0
4205.886,CN,5.0
4205.963,CN,3.5
4206.13,Sm I,4.5
4206.578,CH,44.0
4206.702,Fe I,122.0
4206.897,Cr I,13.0
4207.133,Fe I,84.0
4207.251,Mn I,2.5
4207.408,CH,59.0
4208.104,CN,4.5
4208.256,CN,6.5
4208.351,Cr I,16.0
4208.608,Fe I,98.0
4208.784,CN,9.5
4208.856,CN,4.0
4209.363,Cr I,29.0
4209.5,CH,27.0
4209.602,CH,30.0
4209.754,Cr I,15.0
4209.826,V I,64.0
4210.065,CN,23.0
4210.335,Fe I,183.0
4210.618,CN,13.0
4210.701,CN,5.5
4210.967,CH,100.0
4211.191,CN,7.0
4211.349,Cr I,20.0
4211.512,Cr I,3.5
4211.74,T I,19.0
4211.895,Zr I,65.0
4212.044,Ru I,8.5
4212.225,CN,10.0
4212.398,CN,5.5
4212.642,CH,93.0
4212.85,N I,7.0
4212.971,Pd I,4.0
4213.16,CN,15.0
4213.272,CN,4.5
4213.422,Fe I,6.5
4213.518,CN,10.0
4213.653,Fe I,90.0
4213.839,CH,17.0
4213.909,CH,45.0
4214.039,Ce I,7.0
4214.136,Cr I,1.5
4214.246,CN,6.5
4214.363,CN,11.0
4214.475,Fe I,9.0
4214.834,CN,21.0
4214.915,CN,8.5
4215.17,CN,18.0
4215.297,CN,16.0
4215.423,Sr II,91.0
4215.539,Sr II,233.0
4215.764,Cr I,56.0
4215.976,Fe I,91.0
4216.191,Fe I,130.0
4216.354,Cr I,27.0
4216.599,CH,49.0
4217.061,Cr I,10.0
4217.214,CH,102.0
4217.559,Fe I,128.0
4217.757,N I,4.5
4218.224,Fe I,44.0
4218.392,CH,53.0
4218.725,CH,78.0
4218.92,Fe I,3.0
4219.355,Fe I,146.0
4219.595,Fe I,10.0
4219.903,V II,5.5
4220.051,V II,48.0
4220.347,Fe I,87.0
4220.576,Mn I,5.5
4221.469,CH,54.0
4221.572,Cr I,14.0
4221.692,Ni I,9.5
4222.221,Fe I,180.0
4222.602,Ce I,22.0
4222.728,Cr I,21.0
4223.091,CH,66.0
4223.236,Fe I,22.0
4223.486,CH,57.0
4223.574,CH,67.0
4223.731,Fe I,34.0
4224.178,Fe I,135.0
4224.3,Zr I,32.0
4224.632,Fe I,11.0
4224.86,CH,91.0
4225.046,Ni I,3.0
4225.215,V I,32.0
4225.33,Sm I,8.0
4225.461,Fe I,120.0
4225.716,Fe I,52.0
4225.811,Fe I,0.5
4225.962,Fe I,74.0
4226.431,Fe I,71.0
4226.568,Ca I,18.0
4226.74,Ca I,1476.0
4227.44,Fe I,185.0
4227.66,Ti I,12.0
4227.944,CH,54.0
4228.312,C I,11.0
4228.72,Fe I,24.0
4229.52,Fe I,81.0
4229.914,CH,67.0
4230.402,Ni I,2.5
4230.481,Cr I,16.0
4230.575,Fe I,29.0
4231.026,Ni XII,95.0
4231.202,Ni XII,3.0
4232.204,V I,12.0
4232.384,Nd I,16.0
4232.462,V I,8.5
4232.734,Fe I,58.0
4232.855,Cr I,5.5
4232.927,CH,62.0
4233.169,Fe II,139.0
4233.612,Fe I,298.0
4234.01,V I,13.0
4234.224,I I,7.0
4234.547,V I,18.0
4234.737,Cr I,1.5
4235.144,Mn I,64.0
4235.291,Mn I,91.0
4235.521,N I,3.0
4235.641,Fe I,9.5
4235.736,Y I,20.0
4235.836,Fe I,16.0
4235.949,Fe I,385.0
4236.122,CH,37.0
4236.263,CH,86.0
4236.38,N I,24.0
4236.556,Zr I,5.0
4236.643,Fe I,1.0
4236.78,Fe I,68.0
4236.958,CH,32.0
4237.083,Fe I,40.0
4237.182,Fe I,161.0
4237.677,Fe I,25.0
4237.79,T I,4.0
4237.891,T I,16.0
4238.029,Fe I,111.0
4238.395,CH,41.0
4238.621,Fe I,18.0
4238.757,Fe I,155.0
4238.944,Cr I,29.0
4239.044,Fe I,14.0
4239.485,CH,8.5
4239.733,CH,78.0
4239.848,Fe I,132.0
4239.953,Fe I,39.0
4240.087,V I,1.5
4240.199,CH,20.0
4240.38,Fe I,101.0
4240.455,Ca I,58.0
4240.61,CH,9.0
4240.702,Cr I,60.0
4241.123,Fe I,50.0
4241.328,CH,5.0
4241.521,CH,12.0
4241.706,Zr I,3.0
4242.162,Tm I,45.0
4242.379,Cr I,160.0
4242.604,Fe I,87.0
4242.734,CH,61.0
4242.9,V I,5.0
4243.203,CH,55.0
4243.365,CH,151.0
4243.454,CH,39.0
4243.547,Fe I,56.0
4244.34,CH,13.0
4244.403,CH,14.0
4244.741,Sm I,3.0
4244.812,N I,8.5
4245.082,CH,28.0
4245.264,Fe I,118.0
4245.359,Fe I,77.0
4245.512,T I,9.5
4246.021,Fe I,23.0
4246.089,Fe I,95.0
4246.418,Cr I,3.5
4246.57,Fe I,3.5
4246.837,Sc II,171.0
4247.315,Fe I,65.0
4247.432,Fe I,162.0
4247.56,CH,61.0
4247.726,CH,49.0
4248.055,CH,31.0
4248.231,Fe I,97.0
4248.32,Cr I,22.0
4248.534,CH,38.0
4248.726,CH,81.0
4248.944,CH,70.0
4249.114,T I,10.0
4249.347,Fe I,7.0
4249.494,CH,60.0
4249.637,CH,91.0
4250.13,Fe I,342.0
4250.797,Mo II,400.0
4250.913,Fe I,63.0
4251.628,T I,7.5
4251.887,Fe I,0.5
4252.055,Ni I,18.0
4252.306,Cr I,32.0
4252.461,Nd I,8.5
4252.63,Cr I,30.0
4252.756,CH,50.0
4253.004,CH,38.0
4253.21,CH,40.0
4253.366,Gd I,6.5
4253.532,Fe I,9.5
4253.735,CH,36.0
4253.912,CH,63.0
4254.346,Cr I,393.0
4254.846,CH,12.0
4254.979,Fe I,108.0
4255.251,CH,69.0
4255.507,Cr I,51.0
4255.637,CH,68.0
4255.839,CH,83.0
4256.026,T I,20.0
4256.136,CH,19.0
4256.208,Fe I,54.0
4256.316,Fe I,23.0
4256.42,Sm I,9.5
4256.812,Fe I,33.0
4257.36,Cr I,7.0
4257.661,Mn I,56.0
4258.0,Fe I,82.0
4258.049,Zr I,22.0
4258.324,Fe I,82.0
4258.488,CH,37.0
4258.731,CH,50.0
4258.959,Fe I,50.0
4259.098,CH,40.0
4259.152,Cr I,23.0
4259.305,V I,59.0
4259.764,CH,32.0
4260.004,Fe I,86.0
4260.733,Fe I,50.0
4261.223,CH,64.0
4261.343,Cr I,28.0
4261.531,CH,68.0
4261.595,T I,12.0
4261.738,CH,66.0
4261.935,Cr I,107.0
4262.128,Cr I,23.0
4262.585,CH,20.0
4262.71,CH,31.0
4263.142,T I,47.0
4263.608,CH,37.0
4263.843,V I,9.0
4263.98,CH,41.0
4264.217,Fe I,102.0
4264.468,CH,57.0
4264.741,Fe I,86.0
4264.925,Zr I,24.0
4265.084,Sm I,11.0
4265.542,CH,20.0
4265.679,Ti I,25.0
4265.925,Mn I,61.0
4266.216,T I,10.0
4266.623,CH,18.0
4266.742,CH,44.0
4266.968,Fe I,81.0
4267.389,CH,60.0
4267.588,CH,20.0
4268.112,CH,76.0
4268.448,Co I,5.0
4268.628,V I,23.0
4268.756,Fe I,69.0
4269.034,C I,15.0
4269.29,Cr I,38.0
4269.478,CH,39.0
4269.585,CH,30.0
4269.849,CH,76.0
4269.966,Cr I,16.0
4270.332,Fe I,13.0
4270.724,Ce I,22.0
4271.057,CH,240.0
4271.374,CH,42.0
4271.46,CH,21.0
4271.638,Fe I,20.0
4271.774,Fe I,756.0
4271.949,Fe I,28.0
4272.436,Ti I,10.0
4272.544,Fe I,39.0
4273.332,Fe I,90.0
4273.485,CH,58.0
4273.797,C I,43.0
4273.942,CH,114.0
4274.193,CH,65.0
4274.391,T I,19.0
4274.596,Ti I,69.0
4274.806,Cr I,196.0
4274.959,CH,63.0
4275.258,CH,49.0
4275.386,CH,104.0
4275.513,CH,10.0
4275.557,Cr I,63.0
4275.997,Cr I,11.0
4276.103,CH,20.0
4276.274,CH,19.0
4276.434,Ti I,19.0
4276.68,Fe I,57.0
4276.826,Na I,7.0
4276.995,V I,42.0
4277.233,CH,37.0
4277.391,Fe I,24.0
4277.535,CH,72.0
4278.0,Fe I,2.0
4278.155,Fe I,14.0
4278.235,Fe I,73.0
4278.551,Tb I,1.5
4278.689,Mn I,11.0
4278.853,CH,46.0
4279.067,CH,39.0
4279.49,Fe I,63.0
4279.72,CH,93.0
4279.874,Fe I,60.0
4280.037,CH,64.0
4280.22,CH,70.0
4280.403,Cr I,61.0
4280.494,Gd I,7.5
4280.542,Fe I,57.0
4280.788,Sm I,59.0
4280.964,CH,49.0
4281.1,Mn I,77.0
4281.376,T I,20.0
4281.598,Fe I,4.0
4281.972,CH,76.0
4282.412,Fe I,146.0
4282.708,T I,32.0
4282.796,CH,56.0
4283.014,Ca I,133.0
4283.411,Fe I,7.0
4283.752,Fe I,1.0
4283.904,Fe I,8.5
4284.071,V I,32.0
4284.228,CH,86.0
4284.411,Fe I,27.0
4284.533,Nd I,8.5
4284.686,N I,50.0
4284.837,CH,48.0
4285.008,CH,75.0
4285.201,N I,8.5
4285.371,CH,20.0
4285.45,Fe I,120.0
4285.538,CH,40.0
4285.815,Co I,59.0
4285.938,CH,5.5
4286.015,T I,119.0
4286.09,CH,16.0
4286.196,CH,57.0
4286.477,Fe I,114.0
4286.587,CH,31.0
4286.884,Fe I,54.0
4287.412,T I,57.0
4287.582,Fe I,15.0
4287.718,Ti I,4.0
4287.884,T I,90.0
4287.992,N I,76.0
4288.155,Fe I,64.0
4288.268,Fe I,5.0
4288.736,CH,75.0
4288.962,Fe I,74.0
4289.08,Ti I,73.0
4289.21,Zr I,6.0
4289.372,Ca I,131.0
4289.729,Cr I,230.0
4289.922,Cr I,65.0
4290.057,Ti II,20.0
4290.226,Ti II,117.0
4290.384,Ti II,62.0
4290.956,T I,137.0
4291.019,CH,19.0
4291.121,CH,110.0
4291.22,CH,32.0
4291.839,V I,11.0
4292.055,CH,77.0
4292.129,CH,95.0
4292.671,T I,3.5
4292.879,Zn I,1.0
4293.036,CH,136.0
4293.556,Cr I,14.0
4294.048,Fe I,36.0
4294.142,Fe I,217.0
4294.37,CH,25.0
4294.623,Sc II,31.0
4294.781,Sc II,62.0
4294.859,Sc II,6.5
4295.04,CH,99.0
4295.226,CH,107.0
4295.757,Ti I,55.0
4295.887,N I,42.0
4296.075,V I,17.0
4296.217,CH,35.0
4296.584,Fe I,105.0
4296.683,CH,84.0
4296.956,CH,110.0
4297.045,Cr I,41.0
4297.219,CH,62.0
4297.291,CH,90.0
4297.53,CH,75.0
4297.751,Cr I,55.0
4297.979,CH,15.0
4298.036,Fe I,111.0
4298.197,Fe I,52.0
4298.516,N I,15.0
4298.676,T I,76.0
4298.813,CH,96.0
4298.994,Ca I,112.0
4299.138,CH,48.0
4299.249,Fe I,212.0
4299.367,Ce I,37.0
4299.483,CH,71.0
4299.645,Ti I,82.0
4299.689,Cr I,22.0
4300.053,Ti II,166.0
4300.219,Ti II,37.0
4300.318,CH,87.0
4300.827,Fe I,99.0
4301.0,CH,48.0
4301.103,T I,179.0
4301.174,CH,25.0
4301.749,Ti II,59.0
4301.927,Ti II,128.0
4302.08,Ti II,12.0
4302.199,Fe I,48.0
4302.297,CH,135.0
4302.539,Ca I,165.0
4302.754,CH,101.0
4302.913,CH,79.0
4303.089,Fe II,32.0
4303.177,Fe II,103.0
4303.426,Nd II,72.0
4303.595,Nd II,65.0
4303.723,Nd II,41.0
4303.835,CH,81.0
4303.937,CH,119.0
4304.256,Fe I,63.0
4304.395,CH,68.0
4304.571,Fe I,108.0
4304.721,CH,35.0
4304.852,CH,56.0
4305.11,CH,82.0
4305.217,Fe I,34.0
4305.322,CH,52.0
4305.456,Fe I,124.0
4305.713,Sc II,67.0
4305.847,Sc II,15.0
4305.918,Ti I,156.0
4306.145,CH,90.0
4306.18,V I,12.0
4306.599,Fe I,33.0
4306.701,CH,95.0
4306.855,CH,120.0
4307.181,V I,4.5
4307.311,CH,64.0
4307.564,CH,82.0
4307.748,G-band,59.0
4307.912,G-band,723.0
4308.289,CH,31.0
4308.381,CH,46.0
4308.441,CH,35.0
4308.54,Ti I,7.5
4308.595,CH,98.0
4308.777,Cr I,3.5
4308.905,CH,71.0
4309.04,Fc I,131.0
4309.131,CH,79.0
4309.383,Fe I,126.0
4309.458,CH,40.0
4309.634,Y I,93.0
4309.711,CH,45.0
4309.834,CH,29.0
4309.9,CH,71.0
4310.106,C I,108.0
4310.225,CH,53.0
4310.467,Fe I,126.0
4310.559,CH,24.0
4310.704,CH,98.0
4310.897,CH,28.0
4310.984,CH,104.0
4311.167,CH,77.0
4311.322,CH,17.0
4311.446,CH,14.0
4311.509,CH,171.0
4311.63,Fe X,18.0
4311.718,Fe X,82.0
4312.086,CH,141.0
4312.302,CH,70.0
4312.564,Mn I,99.0
4312.709,CH,34.0
4312.875,Ti I,153.0
4313.035,CH,72.0
4313.631,CH,81.0
4314.221,CH,24.0
4314.314,Fe I,66.0
4314.512,Nd I,19.0
4314.77,T I,82.0
4314.981,Ti II,82.0
4315.098,Ti II,153.0
4315.877,La I,4.5
4315.951,Fe I,8.0
4316.083,Gd I,11.0
4316.559,Fe I,1.5
4316.802,T I,38.0
4317.055,Fe I,11.0
4317.321,Zr I,13.0
4317.903,Cr I,1.5
4318.659,Ca I,116.0
4318.796,Fe I,18.0
4319.636,Fe I,15.0
4320.143,Fe I,6.0
4320.373,Fe I,17.0
4320.5,Fe I,24.0
4320.593,Sc II,7.5
4320.749,Sc II,94.0
4320.958,Ti II,63.0
4321.232,Cr I,8.0
4321.412,Na I,9.5
4321.658,Ti I,26.0
4321.798,Fe I,50.0
4322.043,V I,9.5
4322.505,La I,12.0
4322.701,Fe I,3.0
4323.013,CH,66.0
4323.063,CH,21.0
4323.226,CH,101.0
4323.367,CH,43.0
4323.512,CH,105.0
4323.611,CH,56.0
4323.711,N I,12.0
4323.851,CH,113.0
4323.973,CH,42.0
4324.087,CH,41.0
4324.176,CH,38.0
4324.412,CH,73.0
4324.616,Na I,6.0
4324.819,CH,39.0
4324.998,Fe I,117.0
4325.141,Ti I,55.0
4325.356,CH,49.0
4325.618,Fe I,26.0
4325.775,Fe I,793.0
4325.953,Fe I,56.0
4326.052,CH,23.0
4326.357,T I,22.0
4326.762,Fe I,56.0
4326.917,CH,34.0
4326.97,T I,7.0
4327.157,CH,83.0
4327.917,Fe I,69.0
4328.035,CH,23.0
4328.203,CH,8.0
4328.61,CH,34.0
4328.845,CH,0.0
4328.927,CH,5.5
4329.038,Sm I,12.0
4329.144,CH,5.0
4329.289,CH,30.0
4329.391,CH,26.0
4329.537,Fe I,7.5
4330.024,V I,35.0
4330.245,T I,38.0
4330.408,CH,43.0
4330.581,Gd I,2.0
4330.708,T I,64.0
4330.956,Fe I,42.0
4331.053,CH,14.0
4331.442,Fe I,19.0
4331.651,Ni I,56.0
4332.006,CH,5.0
4332.169,CH,4.5
4332.453,Fe I,8.0
4332.583,Cr I,29.0
4332.831,V I,20.0
4332.918,CH,36.0
4333.051,CH,12.0
4333.206,N I,14.0
4333.763,La I,35.0
4334.018,CH,20.0
4334.166,Sm I,19.0
4334.672,CH,16.0
4334.8,CH,16.0
4335.274,CH,31.0
4335.452,Fe I,13.0
4335.783,Fe I,5.0
4335.987,Fe I,2.0
4336.273,Ce I,2.5
4336.614,Fe I,2.5
4336.791,CH,8.5
4336.873,Fe I,18.0
4337.055,Fe I,120.0
4337.411,CH,18.0
4337.566,Cr I,88.0
4337.792,Ti II,14.0
4337.925,Ti II,89.0
4338.271,Fe I,54.0
4338.627,CH,10.0
4338.694,Nd I,30.0
4339.01,CH,7.0
4339.259,Fe I,23.0
4339.456,Cr I,82.0
4339.722,Cr I,69.0
4340.0,V I,16.0
4340.032,T I,1.5
4340.142,Cr I,14.0
4340.475,H$\gamma$,2855.0
4341.126,Zr I,1.5
4341.25,Fe I,6.5
4341.371,T I,53.0
4341.551,Fe I,12.0
4341.71,CH,16.0
4341.924,CH,14.0
4342.84,V I,1.5
4342.99,CH,6.0
4343.268,Fe I,112.0
4343.494,CH,38.0
4343.705,Fe I,71.0
4343.854,CH,3.0
4343.968,CH,44.0
4344.29,T I,75.0
4344.511,Cr I,98.0
4344.746,Na I,3.5
4344.891,Fe I,32.0
4345.084,Cr I,10.0
4345.895,CH,23.0
4346.116,Ti I,10.0
4346.295,CH,49.0
4346.561,Fe I,68.0
4346.673,CH,14.0
4346.831,Cr I,39.0
4346.904,V I,7.0
4347.242,Fe I,41.0
4347.37,CH,3.5
4347.545,CH,37.0
4347.841,Fe I,65.0
4347.973,CH,55.0
4348.104,CH,11.0
4348.338,CH,50.0
4348.492,CH,9.5
4348.636,C I,7.5
4348.771,Y I,1.5
4348.947,Fe I,58.0
4349.799,Ce I,7.5
4350.249,CH,28.0
4350.585,Fe I,36.0
4350.76,CH,15.0
4350.84,T I,61.0
4351.056,Cr I,90.0
4351.303,Nd I,14.0
4351.392,Fe I,16.0
4351.71,CH,133.0
4351.921,Mg I,283.0
4352.072,Mg I,38.0
4352.261,CH,49.0
4352.557,CH,52.0
4352.743,Fe I,142.0
4352.88,V I,67.0
4353.053,CH,11.0
4353.172,CH,30.0
4353.435,CH,9.5
4353.948,Cr I,24.0
4354.067,T I,8.0
4354.266,Fe I,32.0
4354.514,Se II,34.0
4354.615,Se II,70.0
4354.762,Se II,25.0
4354.951,Ca I,21.0
4355.093,Ca I,104.0
4355.704,CH,48.0
4355.902,N I,37.0
4356.0,CH,73.0
4356.367,CH,55.0
4356.604,CH,54.0
4356.743,Cr I,20.0
4357.152,Co I,4.0
4357.514,Cr I,38.0
4357.869,CH,24.0
4358.17,Nd I,38.0
4358.512,Fe I,95.0
4358.718,Y II,75.0
4358.82,Y II,53.0
4358.916,Y II,25.0
4359.341,Fe IX,29.0
4359.493,Fe IX,49.0
4359.623,Ni I,139.0
4359.744,Ni I,53.0
4359.983,Cr I,9.5
4360.289,CH,58.0
4360.48,Ti I,59.0
4360.797,Fe I,51.0
4361.059,Co I,3.5
4361.252,Fe I,29.0
4361.668,Ce I,2.0
4362.038,Sm I,5.0
4362.099,N I,29.0
4362.216,CH,24.0
4362.533,CH,53.0
4362.746,CH,45.0
4363.108,CH,72.0
4363.293,CH,60.0
4363.467,CH,24.0
4363.602,V I,27.0
4364.041,CH,48.0
4364.189,CH,53.0
4364.663,Ce I,12.0
4364.871,Cr I,1.0
4365.725,V I,1.0
4365.904,Fe I,48.0
4366.413,CH,20.0
4366.5,CH,63.0
4366.675,CH,72.0
4366.908,Fe I,14.0
4367.195,N I,11.0
4367.333,Ni I,12.0
4367.475,Fe I,21.0
4367.594,Fe I,143.0
4367.679,Fe I,59.0
4367.912,Fe I,90.0
4368.065,V I,6.0
4368.303,Cr I,26.0
4368.92,Ti I,1.5
4370.034,N I,16.0
4370.154,CH,27.0
4370.292,CH,26.0
4370.857,Mn I,11.0
4370.985,Fe I,20.0
4371.062,CH,78.0
4371.161,Cr I,30.0
4371.286,Cr I,110.0
4371.426,Cr I,46.0
4371.582,CH,12.0
4372.201,Ru I,6.0
4372.335,CH,27.0
4372.41,Ti I,9.5
4372.493,CH,13.0
4372.588,Fe I,6.0
4372.743,CH,32.0
4372.844,CH,69.0
4372.991,Fe I,34.0
4373.264,Cr I,45.0
4373.568,Fe I,65.0
4373.655,Cr I,8.0
4373.888,CH,64.0
4374.226,CH,108.0
4374.472,Sc I,110.0
4374.825,Y II,41.0
4374.944,Y II,88.0
4375.058,Y II,10.0
4375.202,CH,55.0
4375.335,Cr I,30.0
4375.485,Fe I,9.5
4375.578,CH,49.0
4375.658,CH,69.0
4375.944,Fe I,152.0
4376.216,CH,23.0
4376.405,CH,25.0
4376.782,Fe I,52.0
4377.087,CH,12.0
4377.234,CH,87.0
