wavelength,ew,id
3987.966,18.0,Yb I
3988.516,44.0,La I
3988.992,69.0,Fe I
3989.607,17.0,Fe I
3989.768,105.0,T I
3990.379,74.0,Fe I
3991.121,74.0,Cr I
3991.834,8.0,Co I
3992.643,13.0,Fe I
3992.828,65.0,V I
3993.612,19.0,Fe I
3994.119,80.0,Fe I
3994.684,62.0,Ti I
3994.81,15.0,Pr I
3995.751,38.0,La I
3996.264,47.0,Fe I
3996.971,70.0,Fe I
3997.482,170.0,Fe I
3998.058,115.0,Fe I
3998.643,110.0,Ti I
3999.243,16.0,Ce I
3999.344,12.0,T I
4000.023,8.0,Fe I
4000.465,78.0,Fe I
4000.973,5.5,Cr I
4001.449,68.0,Cr I
4002.077,38.0,Fe I
4002.503,34.0,T I
4002.929,61.0,V I
4003.275,10.0,Mn I
4003.769,70.0,Fe I
4004.838,83.0,Fe I
4005.254,416.0,Fe I
4006.156,54.0,N I
4006.633,93.0,Fe I
4006.825,102.0,CH
4007.279,86.0,Fe I
4008.06,28.0,Ti I
4008.602,14.0,Sc I
4008.93,106.0,T I
4009.66,122.0,T I
4010.179,36.0,Fe I
4010.588,68.0,Fe I
4010.78,56.0,Fe I
4011.718,50.0,Fe I
4012.158,33.0,Fe I
4012.253,39.0,Ce II
4013.232,7.0,Ti I
4013.582,83.0,T I
4013.816,102.0,Fe I
4014.272,50.0,Fe I
4014.934,34.0,Ce I
4015.38,23.0,T I
4016.092,5.0,Ca I
4016.423,68.0,Fe I
4017.1,149.0,Fe I
4017.471,86.0,N I
4018.104,139.0,Mn I
4018.271,92.0,Mn I
4019.053,49.0,N I
4019.297,18.0,Co I
4020.193,107.0,CH
4020.397,56.0,Sc I
4020.905,80.0,Co I
4021.623,68.0,Fe I
4021.87,121.0,Fe I
4022.745,52.0,Fe I
4023.011,18.0,Nd I
4023.384,67.0,V I
4024.1,66.0,Fe I
4024.732,104.0,Fe I
4025.134,84.0,T I
4025.308,14.0,CH
4026.168,43.0,Cr I
4026.436,53.0,Mn I
4027.104,67.0,Cr I
4027.672,49.0,N I
4027.943,28.0,CH
4028.346,90.0,Ti II
4028.763,43.0,Fe I
4029.642,108.0,Fe I
4030.19,64.0,Fe I
4030.497,92.0,Fe I
4030.763,326.0,Mn I
4031.34,12.0,Ce I
4031.969,69.0,Fe I
4032.463,75.0,Fe I
4033.186,60.0,Fe I
4033.588,46.0,Fe I
4034.232,50.0,CH
4034.492,213.0,Mn I
4034.87,28.0,T I
4035.732,216.0,Mn I
4035.984,16.0,Fe I
4036.377,24.0,Fe I
4037.121,44.0,Fe I
4037.688,22.0,Fe I
4037.913,4.5,Gd I
4038.627,26.0,Fe I
4038.795,64.0,Fe I
4039.574,9.0,V I
4040.097,61.0,Fe I
4040.647,78.0,Fe I
4040.79,39.0,Ce I
4041.283,168.0,Fe I
4041.914,13.0,Fe I
4042.592,13.0,Ce I
4042.907,18.0,Sm I
4043.346,24.0,CH
4043.906,146.0,Fe I
4044.615,105.0,Fe I
4045.115,50.0,Fe I
4045.39,48.0,Co I
4045.825,1174.0,Fe I
4046.459,19.0,Fe I
4046.76,7.5,Cr I
4047.31,41.0,Fe I
4048.072,24.0,CH
4048.4,7.0,Fe I
4048.753,138.0,Mn I
4049.336,62.0,Fe I
4049.862,11.0,Gd I
4050.68,57.0,Fe I
4051.187,21.0,Ni I
4051.337,33.0,V I
4051.918,79.0,Fe I
4052.456,96.0,Fe I
4052.94,32.0,Ti I
4053.271,61.0,Fe I
4053.824,65.0,Ti II
4054.442,28.0,Fe I
4054.815,135.0,Fe I
4055.551,114.0,Mn I
4056.195,30.0,T I
4056.347,38.0,Fe I
4057.218,57.0,Co I
4057.515,197.0,Mg I
4057.813,16.0,Pb I
4058.598,29.0,Co I
4058.931,89.0,Mn I
4059.722,70.0,Fe I
4059.966,6.0,Nd I
4060.269,34.0,T I
4061.733,64.0,Mn I
4062.232,6.0,Ce I
4062.447,98.0,Fe I
4063.605,787.0,Fe I
4064.05,28.0,Fe I
4064.456,64.0,Fe I
4065.087,52.0,V II
4065.388,64.0,Fe I
4066.22,25.0,CH
4066.59,80.0,Fe I
4066.984,130.0,Fe I
4067.28,96.0,Fe I
4067.988,133.0,Fe I
4068.544,27.0,Cr I
4069.07,48.0,Fe I
4069.61,34.0,Fe I
4070.036,11.0,Fe I
4070.281,66.0,Mn I
4070.777,94.0,Fe I
4071.749,723.0,Fe I
4072.512,63.0,Fe I
4072.888,6.0,N I
4073.486,18.0,Ce I
4073.767,90.0,Fe I
4077.347,,La II
4078.475,56.0,T I
4079.184,144.0,Fe I
4079.416,104.0,Mn I
4079.843,94.0,Fe I
4080.437,5.0,Hf I
4080.88,61.0,Fe I
4082.115,76.0,Fe I
4082.439,82.0,Fe I
4082.943,94.0,Mn I
4083.565,181.0,Fe I
4083.763,71.0,Fe I
4084.501,156.0,Fe I
4085.013,107.0,Fe I
4085.574,10.0,Gd I
4085.984,55.0,Fe I
4086.316,104.0,Co I
4087.101,81.0,Ca XIII
4087.601,8.0,Cr I
4087.798,19.0,Fe I
4088.564,56.0,Fe I
4089.224,62.0,Fe I
4089.598,3.0,Cr I
4090.081,70.0,Fe I
4090.573,56.0,V I
4090.959,57.0,Fe I
4091.999,8.5,Ca I
4092.669,115.0,Ca I
4092.825,12.0,Ca I
4093.48,4.0,V I
4094.2,3.5,Tm I
4094.698,23.0,CH
4094.938,100.0,Ca I
4095.268,40.0,Mn I
4095.981,99.0,Fe I
4096.643,45.0,Zr I
4097.016,95.0,Fe I
4097.65,19.0,Cr I
4098.183,113.0,Fe I
4098.594,111.0,Ca I
4099.048,19.0,Fe I
4100.165,58.0,Fe I
4100.747,82.0,Fe I
4100.914,9.5,Pr I
4101.272,47.0,Fe I
4102.167,15.0,V I
4102.38,5.0,Y I
4102.943,106.0,S I
4103.611,28.0,Fe I
4104.133,100.0,Fe I
4104.465,29.0,Fe I
4105.164,61.0,V I
4105.356,15.0,Mn I
4106.05,1.5,Cr I
4106.432,74.0,Fe I
4107.492,125.0,Fe I
4108.134,39.0,Fe I
4108.532,80.0,Ca I
4109.062,75.0,Fe I
4109.45,39.0,Nd II
4110.042,11.0,Zr I
4110.537,97.0,Co I
4110.867,65.0,Mn I
4111.358,42.0,Cr I
4111.787,106.0,V I
4112.323,69.0,Fe I
4112.958,114.0,Fe I
4113.528,8.0,V I
4114.118,16.0,CN
4114.451,100.0,Fe I
4115.177,98.0,V I
4115.376,11.0,Ce I
4115.98,35.0,N I
4116.481,58.0,V I
4116.957,34.0,Fe I
4117.741,8.0,Fe I
4118.153,27.0,Ce I
4118.555,154.0,Fe I
4118.782,148.0,Co I
4119.4,72.0,Fe I
4120.048,8.5,T I
4120.622,21.0,Cr I
4120.838,13.0,Ce I
4121.325,125.0,Co I
4121.81,94.0,Fe I
4122.523,86.0,Fe I
4123.234,54.0,La I
4123.514,73.0,V I
4123.753,109.0,Fe I
4124.489,31.0,Fe I
4124.915,18.0,Y I
4125.626,100.0,Fe I
4126.191,113.0,Fe I
4126.519,47.0,Cr I
4126.918,7.0,Cr I
4127.537,121.0,T I
4128.098,107.0,V I
4128.742,50.0,Fe II
4128.88,10.0,Fe II
4129.463,57.0,Fe I
4130.038,64.0,Fe I
4130.657,45.0,Ba I
4131.117,49.0,Mn I
4131.348,21.0,Cr I
4132.067,404.0,Fe I
4132.538,77.0,Fe I
4132.908,123.0,Fe I
4133.61,48.0,Fe I
4133.858,108.0,Fe I
4134.438,186.0,Fe I
4135.037,38.0,Mn I
4135.297,26.0,Rh I
4135.76,22.0,Fe I
4136.527,73.0,Fe I
4137.005,104.0,Fe I
4137.415,59.0,Fe I
4138.494,13.0,N I
4139.089,27.0,CN
4139.371,14.0,CH
4139.936,86.0,Fe I
4140.457,10.0,Fe I
4140.755,18.0,CN
4141.652,19.0,CN
4141.871,68.0,Fe I
4142.588,70.0,Fe I
4142.944,28.0,V I
4143.416,134.0,Fe I
4143.878,466.0,Fe I
4145.201,38.0,Fe I
4145.559,32.0,CH
4146.068,72.0,Fe I
4147.213,15.0,CN
4147.675,110.0,Fe I
4148.493,13.0,CN
4149.202,62.0,Zr II
4149.37,111.0,Zr II
4149.765,67.0,Fe I
4150.254,75.0,Fe I
4150.97,43.0,Ti I
4151.3,5.0,Fe I
4152.176,107.0,Fe I
4152.317,16.0,CN
4152.766,22.0,Cr I
4153.389,36.0,CH
4153.906,138.0,Fe I
4154.505,126.0,CH
4154.814,120.0,Fe I
4155.428,6.5,CN
4155.915,35.0,Fe I
4156.307,103.0,Fe I
4156.806,126.0,Fe I
4158.081,56.0,CN
4158.376,34.0,Fe I
4159.24,114.0,CH
4159.645,13.0,Ti I
4160.246,19.0,CN
4160.559,30.0,Fe I
4161.208,58.0,Zr II
4161.517,96.0,Fe I
4161.799,30.0,Sr I
4162.66,34.0,CH
4162.984,3.0,CN
4163.654,107.0,Ti II
4164.02,15.0,V I
4164.642,19.0,N I
4165.119,41.0,Mg I
4165.391,84.0,Fe I
4165.999,9.0,Ba I
4166.352,20.0,Zr I
4166.965,37.0,N I
4167.277,200.0,Mg I
4167.968,67.0,Fe I
4168.62,51.0,Fe I
4168.95,55.0,Fe I
4169.615,54.0,CH
4169.765,52.0,Fe I
4170.635,8.0,Cr I
4170.912,97.0,Fe I
4172.131,99.0,Fe I
4172.644,108.0,Fe I
4172.975,49.0,Fe I
4173.323,76.0,Fe II
4173.933,85.0,Fe I
4174.405,33.0,Fe I
4174.917,103.0,Fe I
4175.643,110.0,Fe I
4176.577,124.0,Fe I
4177.08,27.0,Fe I
4177.537,151.0,Y I
4178.059,83.0,Fe I
4178.382,25.0,CN
4178.859,79.0,Fe II
4179.383,126.0,V I
4179.811,14.0,Zr I
4180.571,6.5,CN
4181.189,13.0,Fe I
4181.551,62.0,Fe I
4181.764,148.0,Fe I
4182.387,88.0,Fe I
4182.763,63.0,Fe I
4183.457,78.0,V I
4184.312,76.0,Ti II
4184.9,97.0,Fe I
4185.364,14.0,Cr I
4186.126,42.0,T I
4186.622,95.0,Ce II
4187.047,204.0,Fe I
4187.594,76.0,Fe I
4188.737,120.0,Fe I
4188.978,72.0,N I
4189.565,70.0,Fe I
4190.13,25.0,Cr I
4190.396,10.0,V I
4190.893,11.0,V I
4191.437,181.0,Fe I
4192.016,52.0,CN
4192.572,66.0,CH
4192.908,9.0,CN
4193.621,46.0,Fe I
4193.811,23.0,CN
4194.736,42.0,CN
4194.848,65.0,CH
4195.34,127.0,Fe I
4196.214,98.0,Fe I
4196.542,67.0,Fe I
4197.1,66.0,Fe I
4197.64,23.0,CN
4198.068,93.0,Fe I
4198.33,234.0,Fe I
4199.105,183.0,Fe I
4199.372,22.0,Fe I
4199.99,79.0,Fe I
4200.601,56.0,CH
4200.932,96.0,Fe I
4201.715,65.0,Ni I
4202.04,326.0,Fe I
4202.348,63.0,V II
4202.759,58.0,Fe I
4203.574,53.0,Fe I
4203.942,123.0,Fe I
4204.461,13.0,Cr I
4204.753,82.0,CH
4205.544,89.0,Fe I
4205.886,5.0,CN
4206.702,122.0,Fe I
4207.133,84.0,Fe I
4207.408,59.0,CH
4208.104,4.5,CN
4208.608,98.0,Fe I
4208.784,9.5,CN
4209.602,30.0,CH
4209.826,64.0,V I
4210.335,183.0,Fe I
4210.967,100.0,CH
4211.349,20.0,Cr I
4211.895,65.0,Zr I
4212.642,93.0,CH
4213.16,15.0,CN
4213.653,90.0,Fe I
4213.909,45.0,CH
4214.363,11.0,CN
4214.834,21.0,CN
4215.539,233.0,Sr II
4216.191,130.0,Fe I
4216.599,49.0,CH
4217.214,102.0,CH
4217.559,128.0,Fe I
4218.224,44.0,Fe I
4218.725,78.0,CH
4218.92,3.0,Fe I
4219.355,146.0,Fe I
4220.051,48.0,V II
4220.347,87.0,Fe I
4221.469,54.0,CH
4222.221,180.0,Fe I
4222.602,22.0,Ce I
4223.091,66.0,CH
4223.574,67.0,CH
4224.178,135.0,Fe I
4224.3,32.0,Zr I
4224.86,91.0,CH
4225.461,120.0,Fe I
4225.962,74.0,Fe I
4226.74,1476.0,Ca I
4227.44,185.0,Fe I
4227.944,54.0,CH
4228.72,24.0,Fe I
4229.52,81.0,Fe I
4229.914,67.0,CH
4230.575,29.0,Fe I
4231.026,95.0,Ni XII
4232.204,12.0,V I
4232.734,58.0,Fe I
4233.169,139.0,Fe II
4233.612,298.0,Fe I
4234.01,13.0,V I
4234.547,18.0,V I
4235.144,64.0,Mn I
4235.291,91.0,Mn I
4235.949,385.0,Fe I
4236.263,86.0,CH
4237.182,161.0,Fe I
4237.677,25.0,Fe I
4238.029,111.0,Fe I
4238.395,41.0,CH
4238.757,155.0,Fe I
4239.733,78.0,CH
4239.848,132.0,Fe I
4240.38,101.0,Fe I
4241.123,50.0,Fe I
4241.521,12.0,CH
4242.162,45.0,Tm I
4242.379,160.0,Cr I
4243.203,55.0,CH
4243.365,151.0,CH
4244.403,14.0,CH
4245.082,28.0,CH
4245.264,118.0,Fe I
4246.089,95.0,Fe I
4246.418,3.5,Cr I
4246.837,171.0,Sc II
4247.432,162.0,Fe I
4248.231,97.0,Fe I
4248.726,81.0,CH
4248.944,70.0,CH
4249.637,91.0,CH
4250.13,342.0,Fe I
4250.797,400.0,Mo II
4251.628,7.5,T I
4252.055,18.0,Ni I
4252.306,32.0,Cr I
4252.756,50.0,CH
4253.735,36.0,CH
4253.912,63.0,CH
4254.346,393.0,Cr I
4254.979,108.0,Fe I
4255.251,69.0,CH
4255.839,83.0,CH
4256.316,23.0,Fe I
4256.812,33.0,Fe I
4257.661,56.0,Mn I
4258.0,82.0,Fe I
4258.324,82.0,Fe I
4258.959,50.0,Fe I
4259.305,59.0,V I
4260.004,86.0,Fe I
4260.733,50.0,Fe I
4261.223,64.0,CH
4261.531,68.0,CH
4261.935,107.0,Cr I
4262.71,31.0,CH
4263.142,47.0,T I
4263.608,37.0,CH
4264.217,102.0,Fe I
4264.741,86.0,Fe I
4264.925,24.0,Zr I
4265.679,25.0,Ti I
4265.925,61.0,Mn I
4266.742,44.0,CH
4266.968,81.0,Fe I
4267.389,60.0,CH
4268.112,76.0,CH
4268.628,23.0,V I
4268.756,69.0,Fe I
4269.478,39.0,CH
4269.849,76.0,CH
4270.724,22.0,Ce I
4271.057,240.0,CH
4271.374,42.0,CH
4271.774,756.0,Fe I
4272.544,39.0,Fe I
4273.332,90.0,Fe I
4273.942,114.0,CH
4274.596,69.0,Ti I
4274.806,196.0,Cr I
4275.386,104.0,CH
4276.103,20.0,CH
4276.68,57.0,Fe I
4276.995,42.0,V I
4277.535,72.0,CH
4278.235,73.0,Fe I
4278.689,11.0,Mn I
4278.853,46.0,CH
4279.72,93.0,CH
4280.22,70.0,CH
4280.403,61.0,Cr I
4281.1,77.0,Mn I
4281.376,20.0,T I
4281.972,76.0,CH
4282.412,146.0,Fe I
4283.014,133.0,Ca I
4283.411,7.0,Fe I
4284.228,86.0,CH
4284.686,50.0,N I
4285.008,75.0,CH
4285.45,120.0,Fe I
4286.015,119.0,T I
4286.477,114.0,Fe I
4286.884,54.0,Fe I
4287.412,57.0,T I
4287.884,90.0,T I
4288.736,75.0,CH
4288.962,74.0,Fe I
4289.729,230.0,Cr I
4290.226,117.0,Ti II
4290.384,62.0,Ti II
4290.956,137.0,T I
4292.129,95.0,CH
4292.671,3.5,T I
4293.036,136.0,CH
4293.556,14.0,Cr I
4294.142,217.0,Fe I
4294.623,31.0,Sc II
4295.226,107.0,CH
4295.757,55.0,Ti I
4296.584,105.0,Fe I
4296.956,110.0,CH
4297.291,90.0,CH
4298.036,111.0,Fe I
4298.676,76.0,T I
4299.249,212.0,Fe I
4299.645,82.0,Ti I
4300.053,166.0,Ti II
4300.318,87.0,CH
4301.103,179.0,T I
4301.749,59.0,Ti II
4301.927,128.0,Ti II
4302.539,165.0,Ca I
4303.177,103.0,Fe II
4303.426,72.0,Nd II
4303.937,119.0,CH
4304.571,108.0,Fe I
4305.11,82.0,CH
4305.456,124.0,Fe I
4305.918,156.0,Ti I
4306.701,95.0,CH
4306.855,120.0,CH
4307.564,82.0,CH
4308.595,98.0,CH
4309.04,131.0,Fc I
4309.383,126.0,Fe I
4310.106,108.0,C I
4310.467,126.0,Fe I
4310.984,104.0,CH
4311.509,171.0,CH
4312.086,141.0,CH
4312.564,99.0,Mn I
4312.875,153.0,Ti I
4313.631,81.0,CH
4314.221,24.0,CH
4314.314,66.0,Fe I
4315.098,153.0,Ti II
4316.083,11.0,Gd I
4316.559,1.5,Fe I
4316.802,38.0,T I
4317.321,13.0,Zr I
4317.903,1.5,Cr I
4318.659,116.0,Ca I
4318.796,18.0,Fe I
4319.636,15.0,Fe I
4320.143,6.0,Fe I
4320.749,94.0,Sc II
4320.958,63.0,Ti II
4321.658,26.0,Ti I
4321.798,50.0,Fe I
4322.505,12.0,La I
4323.226,101.0,CH
4323.512,105.0,CH
4323.851,113.0,CH
4324.412,73.0,CH
4324.998,117.0,Fe I
4325.356,49.0,CH
4325.775,793.0,Fe I
4326.357,22.0,T I
4327.157,83.0,CH
4327.917,69.0,Fe I
4328.61,34.0,CH
4329.038,12.0,Sm I
4329.289,30.0,CH
4330.245,38.0,T I
4330.708,64.0,T I
4330.956,42.0,Fe I
4331.651,56.0,Ni I
4332.006,5.0,CH
4332.583,29.0,Cr I
4332.918,36.0,CH
4333.763,35.0,La I
4334.672,16.0,CH
4334.8,16.0,CH
4335.274,31.0,CH
4335.783,5.0,Fe I
4336.273,2.5,Ce I
4337.055,120.0,Fe I
4337.566,88.0,Cr I
4337.925,89.0,Ti II
4338.271,54.0,Fe I
4339.01,7.0,CH
4339.456,82.0,Cr I
4340.0,16.0,V I
4340.475,2855.0,H$\gamma$
4341.25,6.5,Fe I
4341.371,53.0,T I
4341.924,14.0,CH
4342.99,6.0,CH
4343.268,112.0,Fe I
4343.968,44.0,CH
4344.511,98.0,Cr I
4344.891,32.0,Fe I
4345.895,23.0,CH
4346.561,68.0,Fe I
4347.242,41.0,Fe I
4347.545,37.0,CH
4347.841,65.0,Fe I
4348.338,50.0,CH
4348.947,58.0,Fe I
4350.249,28.0,CH
4350.585,36.0,Fe I
4351.056,90.0,Cr I
4351.71,133.0,CH
4351.921,283.0,Mg I
4352.743,142.0,Fe I
4352.88,67.0,V I
4353.435,9.5,CH
4353.948,24.0,Cr I
4354.615,70.0,Se II
4355.093,104.0,Ca I
4355.704,48.0,CH
4356.0,73.0,CH
4356.367,55.0,CH
4357.152,4.0,Co I
4357.514,38.0,Cr I
4358.17,38.0,Nd I
4358.512,95.0,Fe I
4358.82,53.0,Y II
4359.623,139.0,Ni I
4359.983,9.5,Cr I
4360.48,59.0,Ti I
4360.797,51.0,Fe I
4361.252,29.0,Fe I
4362.099,29.0,N I
4362.533,53.0,CH
4363.108,72.0,CH
4363.293,60.0,CH
4364.189,53.0,CH
4364.663,12.0,Ce I
4364.871,1.0,Cr I
4365.725,1.0,V I
4365.904,48.0,Fe I
4366.675,72.0,CH
4366.908,14.0,Fe I
4367.594,143.0,Fe I
4367.912,90.0,Fe I
4368.303,26.0,Cr I
4368.92,1.5,Ti I
4370.154,27.0,CH
4370.292,26.0,CH
4371.062,78.0,CH
4371.286,110.0,Cr I
4372.201,6.0,Ru I
4372.743,32.0,CH
4372.844,69.0,CH
4373.568,65.0,Fe I
4374.226,108.0,CH
4374.472,110.0,Sc I
4374.944,88.0,Y II
4375.658,69.0,CH
4375.944,152.0,Fe I
4376.405,25.0,CH
4377.234,87.0,CH
4377.374,32.0,Fe I
4377.793,39.0,Fe I
4378.255,83.0,CH
4379.238,110.0,V I
4380.067,68.0,Ce I
4380.724,92.0,CH
4380.852,36.0,CH
4381.709,7.5,Mn I
4381.885,13.0,CH
4382.521,32.0,CH
4382.764,79.0,CH
4383.557,,Fe I
4384.12,22.0,CH
4384.712,110.0,V I
4384.983,80.0,Cr I
4385.611,10.0,CH
4386.063,43.0,CH
4386.694,23.0,CH
4386.853,59.0,T I
4387.497,61.0,Cr I
4388.101,26.0,T I
4388.414,103.0,Fe I
4388.87,47.0,CH
4389.253,67.0,Fe I
4389.988,84.0,V I
4390.461,53.0,Fe I
4390.966,92.0,Fe I
4391.668,44.0,Ce I
4391.768,67.0,Cr I
4392.587,37.0,Fe I
4393.025,27.0,CH
4393.524,71.0,CH
4394.068,72.0,T I
4394.304,2.0,Fe I
4395.04,135.0,Ti II
4395.289,100.0,Fe I
4395.848,61.0,T I
4396.309,36.0,CH
4396.961,45.0,CH
4398.02,46.0,Y I
4398.491,34.0,CH
4399.224,5.5,Ce I
4399.602,32.0,Ti II
4399.778,115.0,Ti II
4400.398,85.0,Sc I
4400.858,42.0,Nd I
4401.552,115.0,N I
4402.685,4.0,Co I
4402.841,18.0,CH
4403.374,46.0,Cr I
4404.101,12.0,Fe I
4404.277,35.0,Ti I
4404.761,898.0,Fe I
4405.732,25.0,T I
4406.157,23.0,CH
4406.652,78.0,V I
4407.706,146.0,Fe I
4408.208,74.0,V I
4408.425,130.0,Fe I
4409.128,51.0,Fe I
4409.526,33.0,T I
4410.014,25.0,CH
4410.525,51.0,N I
4411.082,56.0,T I
4411.59,4.5,Mo I
4411.884,55.0,Mn I
4412.257,29.0,Cr I
4413.0,,Ar XIV
4413.399,7.5,Fe I
4413.853,29.0,Cr I
4414.554,23.0,Zr I
4415.135,417.0,Fe I
4415.563,86.0,Sc I
4416.16,6.5,Fe I
4416.475,36.0,V I
4416.828,77.0,Fe I
4417.723,96.0,T I
4418.342,70.0,T I
4418.785,17.0,Ce I
4419.273,16.0,Fe I
4419.778,18.0,Fe I
4420.287,34.0,Fe I
4421.125,10.0,Sm I
4421.573,35.0,V I
4421.944,51.0,T I
4422.576,117.0,Fe I
4423.14,59.0,Fe I
4423.265,37.0,Na I
4423.847,53.0,Fe I
4424.294,41.0,Cr I
4424.811,9.5,N I
4425.444,145.0,Ca I
4426.04,38.0,V I
4426.458,14.0,Cr I
4427.105,64.0,T I
4427.317,147.0,Fe I
4427.916,12.0,Ti I
4428.549,35.0,Fe I
4429.203,15.0,Fe I
4429.288,11.0,Ce I
4430.197,68.0,Fe I
4430.622,115.0,Fe I
4431.036,24.0,N I
4431.36,30.0,Sc II
4432.169,37.0,Cr I
4432.575,47.0,Fe I
4433.396,19.0,Fe I
4433.788,73.0,Fe I
4434.655,19.0,S I
4434.967,171.0,Ca I
4435.688,127.0,Ca I
4436.145,34.0,V I
4436.356,70.0,Mn I
4436.951,75.0,Fe I
4437.567,22.0,N I
4437.842,27.0,V I
4438.349,45.0,Fe I
4439.642,22.0,Fe I
4439.888,47.0,Fe I
4440.482,46.0,Fe I
4440.827,47.0,Fe I
4441.555,20.0,Fe I
4441.964,13.0,Fe I
4442.349,171.0,Fe I
4443.201,95.0,Fe I
4443.812,124.0,Ti II
4444.562,50.0,T I
4445.479,30.0,Fe I
4445.849,5.0,Zr I
4446.399,8.5,Nd I
4446.843,71.0,Fe I
4447.728,177.0,Fe I
4449.15,53.0,Ti I
4449.341,15.0,Ce I
4450.235,5.5,Ni I
4450.491,79.0,T I
4450.901,45.0,T I
4451.588,90.0,Mn I
4451.833,22.0,V I
4452.617,26.0,Fe I
4453.006,46.0,Mn I
4453.321,59.0,Ti I
4454.388,84.0,Fe I
4454.793,176.0,Ca I
4455.32,79.0,Mn I
4455.893,106.0,Ca I
4456.627,66.0,Ca I
4457.043,38.0,Mn I
4457.547,56.0,Mn I
4458.088,61.0,Fe I
4458.255,66.0,Mn I
4459.042,190.0,N I
4459.755,48.0,Cr I
4460.301,100.0,V I
4461.084,63.0,Mn I
4461.66,116.0,Fe I
4462.204,31.0,Fe I
4462.461,62.0,N I
4462.993,13.0,Nd I
4463.407,41.0,T I
4464.685,94.0,Mn I
4464.774,41.0,Fe I
4465.358,20.0,Cr I
4465.814,30.0,Ti I
4466.562,125.0,Fe I
4466.94,48.0,Fe I
4467.555,11.0,Cr I
4467.999,8.0,V I
4468.5,120.0,Ti II
4469.154,49.0,T I
4469.278,110.0,Fe I
4470.138,49.0,Mn I
4470.485,69.0,Ni I
4470.858,54.0,T I
4471.682,19.0,He I
4471.81,6.5,Fe I
4472.723,63.0,Fe I
4472.802,33.0,Mn I
4473.764,5.5,Cr I
4474.569,12.0,Mo I
4474.859,18.0,T I
4476.05,,Fe I
4481.2,,Mg II
4485.976,18.0,Fe I
4486.914,11.0,Ce I
4487.747,15.0,Fe I
4488.138,46.0,Fe I
4488.329,45.0,T I
4489.184,61.0,Fe I
4489.748,81.0,Fe I
4490.089,67.0,Fe I
4490.543,20.0,Ni I
4490.781,76.0,Fe I
4491.408,66.0,Fe I
4491.852,10.0,Cr I
4492.688,29.0,Fe I
4493.53,26.0,T I
4494.062,32.0,Fe I
4494.573,139.0,Fe I
4495.008,12.0,Ti I
4495.575,24.0,Fe I
4496.157,39.0,T I
4496.86,79.0,Cr I
4497.68,27.0,Na I
4498.732,21.0,Cr I
4498.9,48.0,Mn I
4499.501,2.0,Sm I
4500.288,39.0,Cr I
4501.102,27.0,Ti II
4501.278,111.0,Ti II
4502.221,49.0,Mn I
4502.6,21.0,Fe I
4503.761,8.0,Ti I
4504.838,46.0,Fe I
4505.73,1.0,T I
4506.326,9.0,N I
4506.842,9.5,Cr I
4507.395,7.5,Ca I
4508.011,6.0,T I
4508.289,,Fe II
4509.128,2.0,Fe I
4509.742,34.0,Cr I
4510.178,1.5,Pr I
4510.83,8.0,Fe I
4511.31,2.0,In I
4511.9,31.0,Cr I
4512.741,55.0,Ti I
4512.997,16.0,N I
4513.72,9.0,T I
4514.193,48.0,V I
4514.496,68.0,Cr I
4515.178,14.0,Fe II
4515.44,75.0,Fe II
4516.089,1.0,Fe I
4516.272,9.5,Fe I
4517.534,61.0,Fe I
4518.032,62.0,T I
4518.587,14.0,Fe I
4518.982,1.0,Mn I
4519.637,5.0,Sm I
4520.229,69.0,Fe II
4520.399,3.0,Fe II
4521.136,11.0,Cr I
4521.668,0.5,Fe I
4521.887,2.0,N I
4522.528,101.0,Fe II
4522.807,65.0,Fe II
4523.407,36.0,Fe I
4523.924,11.0,Sm I
4524.691,18.0,T I
4525.146,120.0,Fe I
4525.866,17.0,Fe I
4526.568,38.0,Fe I
4526.933,75.0,Ca I
4527.325,67.0,T I
4527.788,21.0,Fe I
4528.627,275.0,Fe I
4529.56,99.0,Fe I
4529.852,15.0,Cr I
4530.698,76.0,Cr I
4531.158,106.0,Fe I
4531.631,55.0,Fe I
4532.138,2.0,V I
4533.249,90.0,Ti I
4533.97,109.0,Ti II
4534.62,5.5,Fe I
4534.785,81.0,T I
4535.712,84.0,Cr I
4536.054,147.0,T I
4536.504,10.0,Fe I
4537.221,5.0,Ti I
4537.676,13.0,Fe I
4537.818,1.5,T I
4538.597,9.5,Fe I
4539.094,4.0,Ti I
4539.777,37.0,Ce I
4540.71,52.0,Cr I
4541.068,22.0,Cr I
4541.523,58.0,Fe I
4541.943,8.0,Fe I
4542.617,31.0,Cr I
4543.229,3.0,Fe I
4544.022,35.0,T I
4544.621,97.0,Cr I
4545.143,42.0,T I
4545.338,30.0,Cr I
4545.962,73.0,Cr I
4546.679,7.5,Fe I
4547.022,92.0,Fe I
4547.3,34.0,T I
4547.853,73.0,Fe I
4548.77,63.0,T I
4549.474,231.0,Fe II
4549.82,53.0,T I
4550.773,72.0,Fe I
4551.654,23.0,Fe I
4551.848,1.0,V I
4552.463,109.0,T I
4553.174,12.0,N I
4554.036,159.0,Ba II
4554.536,4.0,Ru I
4554.992,39.0,Cr I
4555.492,54.0,T I
4555.892,77.0,Fe I
4557.284,26.0,Fe I
4558.113,19.0,Fe I
4558.65,66.0,Cr II
4560.097,42.0,Fe I
4560.278,13.0,Ce I
4560.966,4.5,Ce I
4562.367,17.0,Ce I
