wavelength,ew,id
3743.997,3.5,CN
3744.493,84,Cr I
3744.756,3.5,CN
3745.048,2.5,CN
3745.475,9.3,Co I
3745.574,1202,Fe I
3745.83,12,V I
3745.91,540,Fe I
3746.048,14,CN
3746.475,72,Fe I
3746.721,2.5,Ca I
3747.552,44,Y I
3747.821,4.5,Dy I
3748,50,V I
3748.088,10,CN
3748.271,497,Fe I
3748.405,2.5,Ca I
3748.506,19,Fe I
3748.605,8,Fe I
3748.677,17,Cr I
3748.966,103,Fe I
3749.051,48,N I
3749.495,1907,Fe I
3749.938,13,Co I
3750.139,1.5,CN
3750.205,3.5,CN
3750.304,25,Ca I
3750.678,27,Fe I
3750.773,8.5,Mn I
3750.872,26,V I
3750.993,1,CN
3751.09,32,Fe I
3751.224,15,V I
3751.592,42,Zr I
3751.659,10,Co I
3751.824,50,Fe I
3752.191,6,CN
3752.265,5.5,CN
3752.418,78,Fe I
3752.506,12,Nd I
3752.86,95,T I
3753.142,60,Fe I
3753.34,56,Ca I
3753.525,8.5,Dy I
3753.62,132,Fe I
3753.751,12,Dy I
3754.04,1.5,Fe I
3754.225,6.5,CN
3754.339,18,Co I
3754.578,120,Cr I
3754.725,22,Co I
3754.874,5,Fe I
3755.006,3,Fe I
3755.134,13,CN
3755.452,44,Co I
3755.573,15,Fe I
3755.722,1.5,V I
3755.823,2.5,Cr I
3756.072,65,Fe I
3756.264,6.5,CN
3756.339,6,CN
3756.564,4.5,CN
3756.65,7.5,CN
3756.941,96,Fe I
3757.072,2,CN
3757.165,32,Cr I
3757.368,16,Dy I
3757.684,92,T I
3757.81,14,Zr I
3758.033,13,Cr I
3758.316,3,CN
3758.956,4.5,Nd I
3759.075,29,La I
3759.299,334,T I
3759.473,19,Fe I
3759.689,4.5,Co I
3759.892,8.5,CN
3760.224,24,V I
3760.32,3,CN
3760.392,23,CN
3760.537,100,Fe I
3760.705,12,Sm I
3760.8,3,CN
3760.931,14,CN
3761.067,46,Fe I
3761.32,277,T I
3761.556,12,CN
3761.874,78,Cr I
3762.21,58,Fe I
3762.309,75,CN
3762.618,34,N I
3762.757,8,CN
3762.87,16,CN
3763.175,9,CN
3763.288,4.5,CN
3763.376,6.5,Mn I
3763.476,14,Nd I
3763.803,829,Fe I
3764.221,39,Fe I
3764.284,7.5,CN
3764.384,28,Sm I
3764.59,10,CN
3764.65,5,CN
3764.849,5,CN
3764.922,3,CN
3765.057,4,Rh I
3765.551,174,Fe I
3765.71,68,Fe I
3766.094,56,Fe I
3766.24,25,CN
3766.323,16,CN
3766.457,9.5,CN
3766.666,78,Fe I
3766.82,39,Fe I
3767.204,820,Fe I
3767.437,20,Cr I
3767.545,11,CN
3767.65,15,Ca I
3767.705,13,V I
3767.897,3,Zr I
3768.034,78,Fe I
3768.095,12,Cr I
3768.16,4.5,CN
3768.248,60,Cr I
3768.406,22,Gd I
3768.733,44,Cr I
3768.89,6.5,CN
3769.019,21,Cr I
3769.653,4,Nd I
3769.722,5,CN
3769.813,7.5,CN
3769.994,77,Fe I
3770.169,25,CN
3770.307,65,Fe I
3770.413,49,Fe I
3770.531,4,Fe I
3770.63,1860,H11
3770.972,44,V I
3771.113,4,CN
3771.18,1.5,CN
3771.331,2,CN
3771.38,3.5,CN
3771.497,44,Fe I
3771.658,62,T I
3771.75,7,CN
3771.814,14,CN
3771.971,1,Zr I
3772.104,19,CN
3772.188,13,CN
3772.384,3.5,CN
3772.533,86,N I
3772.931,24,V I
3773.364,43,Fe I
3773.472,11,CN
3773.561,10,CN
3773.699,88,Fe I
3774.033,13,CN
3774.111,11,CN
3774.336,74,Y I
3774.515,8.5,CN
3774.652,74,T I
3774.832,100,Fe I
3775.204,10,CN
3775.29,14,CN
3775.423,6.5,CN
3775.578,144,N I
3775.86,48,Fe I
3775.949,12,CN
3776.059,84,T I
3776.198,21,CN
3776.334,7.5,CN
3776.461,90,Fe I
3776.559,46,Y I
3777.074,68,Fe I
3777.332,50,Cr I
3777.456,94,Fe I
3777.569,8.5,Co I
3777.664,8,CN
3777.752,6,CN
3777.846,14,CN
3777.928,23,CN
3778.066,66,N I
3778.163,20,Sm I
3778.327,82,Fe V
3778.515,88,Fe I
3778.703,88,Fe I
3778.798,58,CN
3778.911,7,CN
3779.098,1.5,CN
3779.207,48,Fe I
3779.316,8.5,CN
3779.731,24,CN
3779.808,16,CN
3780,1,Cr I
3780.228,10,CN
3780.32,9,CN
3780.42,24,CN
3780.516,26,CN
3780.856,15,CN
3781.19,76,Fe I
3781.41,4,V I
3781.516,18,Fe I
3781.938,70,Fe I
3782.119,70,Fe I
3782.218,19,CN
3782.318,18,CN
3782.453,74,Fe I
3782.613,64,Fe I
3782.729,4,Zr I
3782.848,3.5,Fe I
3782.995,4,CN
3783.085,11,CN
3783.349,68,Fe I
3783.535,164,N I
3783.73,4.5,Co I
3783.818,29,CN
3783.9,24,CN
3784.252,16,Nd I
3784.365,6,CN
3784.675,6,CN
3784.826,4.5,Fe I
3785.013,6,CN
3785.084,6,CN
3785.317,31,CN
3785.397,28,CN
3785.496,20,CN
3785.578,16,CN
3785.707,96,Fe I
3785.79,46,Fe I
3785.952,122,Fe I
3786.175,144,Fe I
3786.329,80,Ti I
3786.682,132,Fe I
3786.842,22,Fe I
3787.166,139,Fe I
3787.482,6.5,CN
3787.891,512,Fe I
3788.215,2,Sm I
3788.439,38,Dy I
3788.528,18,CN
3788.701,84,Y I
3788.861,69,Cr I
3788.97,30,CN
3789.046,25,CN
3789.184,110,Fe I
3789.3,22,T I
3789.499,24,Cr I
3789.577,56,Fe I
3789.728,22,Cr I
3789.822,98,Fe I
3789.921,25,CN
3790.098,179,Fe I
3790.223,138,Cr I
3790.332,32,V I
3790.447,96,Cr I
3790.657,157,Fe I
3790.759,119,Fe I
3790.833,38,La I
3790.994,6,CN
3791.11,45,CN
3791.194,8.5,CN
3791.26,4,Sm I
3791.38,43,Cr I
3791.509,75,Fe I
3791.749,69,Fe I
3791.904,12,CN
3792.079,110,CN
3792.347,86,N I
3792.565,33,CN
3792.651,121,CN
3792.832,72,Fe I
3792.932,18,CN
3793.291,27,Cr I
3793.358,66,Fe I
3793.605,123,N I
3793.707,10,CN
3793.782,9,CN
3793.876,80,Cr I
3793.97,7.5,Sm I
3794.615,22,Cr I
3794.773,48,La I
3795.302,25,CN
3795.375,10,CN
3795.538,65,Fe I
3795.743,10,Tm I
3795.815,21,CN
3795.9,16,T I
3796.015,25,Fe I
3796.107,16,CN
3796.186,31,CN
3796.308,3.5,CN
3796.391,14,Gd I
3796.496,15,Zr I
3796.66,3,CN
3796.887,76,Ti I
3796.974,20,CN
3797.065,9.5,CN
3797.139,37,Cr I
3797.245,20,CN
3797.522,103,Fe I
3797.72,34,Cr I
3797.851,17,CN
3797.954,54,Fe I
3798.086,11,CN
3798.257,12,Mo I
3798.348,5,Fe I
3798.521,304,Fe I
3798.648,18,CN
3798.774,9,CN
3798.903,20,Ru I
3799.021,1,Fe I
3799.135,7,CN
3799.251,30,Mn I
3799.348,16,Ru I
3799.558,622,Fe I
3799.677,16,CN
3799.792,41,T I
3799.908,44,V I
3800.034,58,CN
3800.113,18,CN
3800.19,3,Fe I
3800.546,34,Mn I
3800.739,9,Zr I
3801.025,5.5,Sn I
3801.113,33,T I
3801.303,17,CN
3801.371,75,Fe I
3801.47,6.5,Fe I
3801.542,50,Ce I
3801.909,2.5,Mn I
3801.99,105,Fe I
3802.285,80,Fe I
3802.482,19,CN
3802.731,28,CN
3802.813,23,CN
3803.09,61,CN
3803.177,16,CN
3803.482,42,V I
3803.576,14,CN
3803.678,11,CN
3803.772,6.5,V I
3803.906,11,V I
3804.015,100,Fe I
3804.099,8,CN
3804.178,31,CN
3804.346,7,CN
3804.486,19,CN
3804.612,68,CN
3804.696,29,CN
3804.793,95,CN
3804.931,19,CN
3805,5,Fe I
3805.117,30,CN
3805.198,13,CN
3805.349,171,Fe I
3805.45,12,CN
3805.53,60,CN
3805.745,32,CN
3805.85,10,CN
3805.964,7,CN
3806.119,27,CN
3806.219,105,Fe I
3806.375,67,CN
3806.445,48,CN
3806.572,20,Cr I
3806.718,209,Mn I
3806.86,54,Cr I
3807.151,193,N I
3807.285,43,CN
3807.397,27,CN
3807.544,178,Fe I
3807.689,32,CN
3807.775,14,CN
3807.937,111,Cr I
3808.134,110,Ce I
3808.286,90,Fe I
3808.522,37,V I
3808.734,114,Fe I
3809.049,85,Fe I
3809.162,24,Fe I
3809.25,5,Fe I
3809.412,20,CN
3809.49,26,CN
3809.586,132,V I
3809.692,75,CN
3809.85,6,CN
3809.921,20,CN
3810.034,15,CN
3810.54,41,CN
3810.618,23,CN
3810.76,120,Fe I
3810.9,28,Fe I
3811.041,72,Co I
3811.176,2.5,CN
3811.298,67,N I
3811.38,35,CN
3811.646,3.5,CN
3811.894,147,Fe I
3811.982,48,CN
3812.062,37,CN
3812.248,44,Y I
3812.448,18,Co I
3812.592,3.5,CN
3812.672,17,CN
3812.962,322,Fe I
3813.075,104,Fe I
3813.262,40,CN
3813.394,138,T I
3813.491,54,V I
3813.64,86,Fe I
3814.122,38,Fe I
3814.244,8.5,CN
3814.358,22,CN
3814.892,26,CN
3815.08,4,CN
3815.21,13,Fe I
3815.328,27,V I
3815.437,51,Cr I
3815.851,1272,Fe I
3816.11,27,CN
3816.191,39,Cr I
3816.345,100,Fe I
3816.636,17,CN
3816.745,47,Mn I
3816.922,80,Fe I
3817.056,17,CN
3817.148,9.5,CN
3817.25,1,Fe I
3817.382,34,CN
3817.843,40,V I
3818.083,12,CN
3818.195,75,CN
3818.345,55,Y I
3818.475,38,Cr I
3818.749,16,CN
3818.89,3.5,Nb I
3819.063,49,CN
3819.273,68,CN
3819.381,14,CN
3819.494,83,Fe I
3819.573,53,Cr I
3819.688,43,Eu I
3819.797,9,CN
3819.901,7.5,Co I
3819.961,21,V I
3820.303,2.5,V I
3820.436,1712,Fe I
3820.561,5.5,CN
3820.656,23,CN
3820.748,13,CN
3820.877,41,Cr I
3820.99,7,CN
3821.187,93,Fe I
3821.494,14,V I
3821.586,11,Cr I
3821.728,52,CN
3821.84,130,Fe I
3821.937,64,Fe I
3822.017,69,V I
3822.11,15,Cr I
3822.328,86,CN
3822.648,18,CN
3822.856,75,CN
3822.954,14,CN
3823.023,46,CN
3823.088,29,CN
3823.216,25,V I
3823.356,18,CN
3823.514,116,Mn I
3823.757,51,CN
3823.818,23,CN
3823.895,93,Mn I
3824.082,10,Fe I
3824.312,85,Fe I
3824.452,519,Fe I
3824.75,11,CN
3824.799,3.5,CN
3824.926,52,Fe I
3825.046,8,CN
3825.126,11,CN
3825.236,34,CN
3825.311,25,CN
3825.408,40,Fe I
3825.599,28,CN
3825.683,11,CN
3825.891,1519,Fe I
3826.093,5,CN
3826.207,18,Sm I
3826.313,12,CN
3826.418,25,Cr I
3826.5,1,CN
3826.709,58,CN
3826.77,15,CN
3826.852,88,Fe I
3826.957,32,CN
3827.084,7.5,Fe I
3827.213,8,CN
3827.383,17,CN
3827.486,8,Zr I
3827.58,73,Fe I
3827.832,897,Fe I
3828.16,60,CN
3828.224,34,CN
3828.404,15,CN
3828.51,94,Fe I
3828.659,10,CN
3828.835,26,V I
3828.972,13,CN
3829.154,77,Fe I
3829.365,874,Mg I
3829.48,23,Fe I
3829.592,22,CN
3829.685,69,Mn I
3829.901,12,CN
3830.076,50,CN
3830.311,7.5,CN
3830.375,25,CN
3830.609,43,CN
3830.665,10,CN
3830.764,75,Fe I
3830.867,65,Fe I
3831.037,77,Cr I
3831.198,17,CN
3831.38,8.5,CN
3831.52,7,Sm I
3831.7,129,Ni I
3831.888,26,CN
3832.034,14,CN
3832.166,12,CN
3832.31,1685,Mg I
3832.649,16,CN
3832.888,51,N I
3833.019,12,CN
3833.084,33,CN
3833.208,25,T I
3833.317,53,Fe I
3833.491,2.5,Cr I
3833.608,23,CN
3833.702,25,T I
3833.783,34,CN
3833.866,63,Mn I
3833.959,6,Ca I
3834.02,9.5,CN
3834.233,624,Fe I
3834.371,21,Mn I
3834.55,17,CN
3834.629,3,CN
3834.729,9.5,Cr I
3834.885,4.5,CN
3835.161,68,CN
3835.37,13,CN
3835.39,2362,H9
3835.552,33,CN
3835.725,12,Sm I
3835.978,4,Zr I
3836.09,58,Ti I
3836.337,72,Fe I
3836.501,80,CN
3836.769,39,Zr I
3837.141,54,Fe I
3837.423,24,CN
3837.635,46,CN
3837.823,55,CN
3837.898,15,CN
3838.302,1920,Mg I
3838.538,24,Ce I
3838.751,63,CN
3838.996,17,Nd I
3839.139,36,CN
3839.263,104,Fe I
3839.439,44,CN
3839.785,82,Fe I
3839.85,8,CN
3840.105,20,CN
3840.201,13,Fe I
3840.447,567,Fe I
3840.897,20,CN
3841.058,517,Fe I
3841.28,44,Cr I
3841.46,22,Co I
3841.73,124,CN
3841.95,43,CN
3842.054,126,Co I
3842.217,49,CN
3842.45,36,CN
3842.644,46,CN
3842.767,12,Fe I
3842.903,26,Fe I
3843.264,138,Fe I
3843.463,73,CN
3843.626,5,Cr I
3843.715,145,Fe I
3843.826,15,Co I
3844.031,109,CN
3844.131,126,CN
3844.448,53,V I
3844.574,38,CN
3844.725,23,CN
3844.892,46,V I
3845.02,72,CN
3845.325,16,CN
3845.47,135,Co I
3845.7,85,Fe I
3845.813,32,CN
3845.993,104,Fe I
3846.417,105,Fe I
3846.531,30,CN
3846.642,104,CN
3846.809,160,Fe I
3846.95,110,Fe I
3847.259,52,CN
3847.339,53,V I
3847.519,13,Sm I
3847.848,146,CN
3847.965,18,CN
3848.051,18,CN
3848.114,16,CN
3848.194,19,CN
3848.297,92,Fe I
3848.533,25,Nd I
3848.611,41,CN
3848.706,17,CN
3848.847,70,CN
3849.006,121,Cr I
3849.266,14,CN
3849.367,88,Cr I
3849.543,53,Cr I
3849.69,3.5,Fe I
3849.757,36,CN
3849.879,13,CN
3849.977,608,Fe I
3850.165,59,CN
3850.303,10,CN
3850.402,20,CN
3850.492,65,V I
3850.653,54,CN
3850.826,222,Fe I
3851.086,11,CN
3851.172,24,V I
3851.291,102,CN
3851.536,68,CN
3851.599,13,CN
3851.679,33,CN
3851.756,14,Nd I
3851.858,24,CN
3852.111,15,CN
3852.217,63,Cr I
3852.407,52,CN
3852.579,148,Fe I
3852.765,44,CN
3852.912,25,CN
3853.047,46,T I
3853.203,82,Cr I
3853.341,54,CN
3853.67,23,S I
3853.732,58,T I
3853.832,31,CN
3853.905,38,CN
3854.059,67,CN
3854.211,81,CN
3854.266,7.5,CN
3854.37,130,Fe I
3854.571,189,CN
3854.734,64,CN
3854.854,84,CN
3854.953,20,CN
3855.412,151,V I
3855.631,122,CN
3855.851,96,Fe I
3855.972,56,CN
3856.026,13,S I
3856.232,19,CN
3856.381,648,Fe I
3856.539,18,Mn I
3856.664,66,CN
3856.82,7,Co I
3856.923,27,CN
3857,8,CN
3857.08,10,CN
3857.154,54,CN
3857.336,28,CN
3857.445,23,CN
3857.667,149,Cr I
3857.819,73,CN
3858.011,18,CN
3858.132,71,T I
3858.303,202,N I
3858.589,38,CN
3858.689,95,CN
3858.917,131,CN
3859.111,17,CN
3859.28,108,CN
3859.435,13,CN
3859.668,51,CN
3859.922,1554,Fe I
3860.219,32,CN
3860.292,18,CN
3860.431,21,CN
3860.495,20,CN
3860.626,61,CN
3860.728,5.5,Fe I
3860.828,35,CN
3860.93,34,CN
3861.023,51,CN
3861.167,104,Co I
3861.458,12,CN
3861.547,250,CN
3861.712,35,CN
3861.837,51,CN
3861.98,32,CN
3862.114,1,CN
3862.227,6.5,V I
3862.324,20,CN
3862.407,18,CN
3862.494,84,CN
3862.593,38,S I
3862.693,22,CN
3862.763,12,CN
3862.829,31,T I
3862.907,13,CN
3862.979,14,CN
3863.068,41,N I
3863.401,89,CN
3863.521,26,CN
3863.6,16,CN
3863.701,157,Fe I
3863.868,23,I V
3864.111,46,Mo I
3864.305,61,CN
3864.492,68,CN
3864.668,16,CN
3864.874,78,V I
3865.003,28,CN
3865.079,76,CN
3865.32,40,CN
3865.533,377,Fe I
3866.104,39,CN
3866.173,17,CN
3866.247,21,CN
3866.393,67,CN
3866.553,28,CN
3866.722,31,V I
3866.826,80,CN
3866.981,61,CN
3867.064,26,CN
3867.224,110,Fe I
3867.316,24,CN
3867.387,45,CN
3867.627,87,CN
3867.774,54,T I
3867.863,100,CN
3868.04,35,CN
3868.13,50,CN
3868.239,58,Fe I
3868.409,78,N I
3868.492,23,CN
3868.569,45,CN
3868.651,22,CN
3868.741,80,CN
3869.047,46,CN
3869.173,88,CN
3869.612,154,Fe I
3869.829,94,CN
3870.072,95,CN
3870.664,53,CN
3870.887,85,CN
3871.016,19,CN
3871.136,13,CN
3871.234,12,CN
3871.392,764,CN
3871.563,77,CH
3871.651,25,La I
3871.758,132,Fe I
3871.903,37,CH
3872,70,Fe I
3872.062,59,CN
3872.179,19,CN
3872.273,28,CN
3872.51,612,Fe I
3872.732,44,CN
3872.834,30,CH
3873.133,135,Co I
3873.199,15,T I
3873.294,39,CN
3873.502,97,CN
3873.767,105,Fe I
3873.959,106,Co I
3874.06,116,Fe I
3874.123,12,CN
3874.193,35,CN
3874.356,2,Zr I
3874.524,85,CH
3874.726,87,CN
3875.085,74,V I
3875.546,45,Sm I
3875.78,72,CN
3875.884,74,CN
3876.051,141,Fe I
3876.31,30,CN
3876.486,64,CN
3876.678,40,Fe I
3876.845,91,CN
3876.978,84,CN
3877.198,58,CH
3877.344,54,CN
3877.451,76,CN
3877.609,12,T I
3877.835,37,CN
3877.935,12,CN
3878.027,555,Fe I
3878.302,78,Mg I
3878.412,13,CH
3878.58,724,Fe I
3878.679,50,Fe I
3878.838,26,CN
3879.041,6,Ru I
3879.257,122,CN
3879.576,49,CN
3879.659,84,CN
3879.964,45,CN
3880.038,100,CN
3880.19,63,CH
3880.394,139,CN
3880.458,2,CN
3880.74,130,CN
3881.04,121,CN
3881.206,21,Cr I
3881.307,147,CN
3881.49,7.5,CH
3881.591,127,CN
3881.875,117,CN
3882.085,136,CN
3882.3,141,T I
3882.511,127,CN
3882.847,140,CN
3882.996,118,CN
3883.114,91,CN
3883.287,228,Cr I
3883.429,3,CN
3883.639,26,Cr I
3883.76,2.5,Hf I
3884.097,5.5,T I
3884.369,136,Fe I
3884.609,69,Co I
3884.844,22,V I
3885.151,28,Fe I
3885.519,87,Fe I
3885.865,6.5,N I
3886.428,11,CH
3886.804,50,Cr I
3887.059,219,Fe I
3887.372,8,T I
3888.041,9,T I
3888.422,23,Fe I
3888.524,265,Fe I
3888.938,6,CH
3889.05,2346,H8
3889.105,12,CH
3889.231,25,CH
3889.358,40.5,CH
3889.676,42,Ni I
3889.848,28,CH
3889.929,55,Fe I
3890.083,2.5,Sm I
3890.196,35,V I
3890.311,6.5,Zr I
3890.568,38,CH
3890.722,3,N I
3890.849,64,Fe I
3890.945,20,Nd I
3891.198,49,CH
3891.781,30,Ba I
3891.934,88,Fe I
3892.11,11,Co I
3892.591,49,CH
3892.898,78,Fe I
3892.988,72,Fe I
3893.074,63,CH
3893.402,182,Fe I
3893.92,70,Fe I
3894.493,33,Fe I
3894.631,9,Nd I
3894.713,11,Gd I
3894.986,78,Co I
3895.088,58,CH
3895.167,21,CH
3895.242,58,T I
3895.334,46,CH
3895.448,87,Fe I
3895.582,10,Mg I
3895.794,361,Mg I
3896.139,58,V I
3896.248,24,Er I
3896.534,14,Zr I
3896.622,27,Fe I
3896.781,21,N I
3896.982,2.5,Sm I
3897.345,10,T I
3897.458,83,Fe I
3897.648,27,Cr I
3897.9,98,Fe I
3898.014,158,Fe I
3898.394,74,CH
3898.512,42,Ti I
3899.036,85,Fe I
3899.142,62,V I
3899.719,436,Fe I
3900.224,16,Nd I
3900.66,20,Al I
3900.963,37,T I
3901.06,7,Fe I
3901.16,4,V I
3901.598,62,CH
3901.866,71,CH
3901.977,36,CH
3902.262,61,V I
3902.43,44,Gd I
3902.632,35,CH
3903.161,18,Cr I
3903.257,40,V I
3903.416,4,Sm I
3903.854,224,Mg I
3904.63,20,N I
3904.79,60,T I
3905.532,816,S I
3905.679,48,CH
3905.905,61,CH
3906.3,52,Co I
3906.49,164,Fe I
3906.752,77,Fe I
3907.114,28,Eu I
3907.296,6.5,Ce I
3907.478,73,Sc I
3907.672,36,Fe I
3907.774,41,Cr I
3907.94,82,Fe I
3908.067,6,Pr I
3908.274,45,CH
3908.411,26,Ce I
3908.548,36,Ce I
3908.685,98,Fe I
3908.928,63,N I
3909.668,89,Fe I
3909.837,115,Fe I
3909.941,97,Co I
3910.334,79,CH
3910.534,114,CH
3910.849,86,Fe I
3911.003,74,Fe I
3911.18,40,T I
3911.417,11,Mn I
3911.701,34,Fe I
3911.825,60,Sc I
3912.203,15,V I
3912.294,63,N I
3912.594,3.5,T I
3912.797,11,Fe I
3912.981,51,N I
3913.47,138,T I
3913.637,101,Fe I
3914.013,53,CH
3914.338,133,T I
3914.426,70,CH
3914.512,64,Fe I
3914.74,7,Fe I
3914.98,7,Cr I
3915.218,46,Fe I
3915.612,78,CH
3915.811,110,CH
3915.939,47,Zr I
3916.067,22,La I
3916.244,67,Cr I
3916.521,11,Gd I
3916.605,8,Zr I
3916.737,90,Fe I
3916.985,17,Cr I
3917.124,151,Co I
3917.591,23,Cr I
3918.113,4.5,Hf I
3918.324,190,Fe I
3918.573,121,Fe I
3919.168,2.5,Cr I
3919.817,8,Ce I
3920.269,341,Fe I
3920.629,76,Fe I
3920.729,69,CH
3920.844,77,Fe I
3921.049,125,Cr I
3921.276,40,Fe I
3921.428,50,T I
3921.556,79,CH
3921.716,75,CH
3921.904,3.5,V I
3922.084,24,Fe I
3922.421,34,Sm I
3922.768,18,Co I
3922.923,414,Fe I
3923.107,5.5,Ce I
3923.333,7,Mn I
3923.502,11,Sc I
3923.926,1,Hf I
3924.067,20,Mn I
3924.174,19,N I
3924.533,68,T I
3924.652,13,Ce I
3925.209,70,Fe I
3925.45,5.5,Pr I
3925.538,33,Fe I
3925.651,74,Fe I
3925.949,86,Fe I
3926.027,76,Fe I
3926.326,13,Ti I
3926.458,34,Mn I
3926.639,6.5,Cr I
3927,187,Fe I
3927.129,4,Nd I
3928.091,63,Fe I
3928.217,68,CH
3928.345,46,CH
3928.644,45,Cr I
3928.93,2.5,T I
3929.223,37,Fe I
3929.523,2,Zr I
3929.724,20,V I
3929.885,37,T I
3930.308,108,Fe I
3930.663,7.5,Y I
3931.342,3,V I
3931.898,1.5,Fe I
3932,1.5,Fe I
3932.018,10,T I
3932.637,10,Fe I
3932.915,1.5,Fe I
3933.682,20253,Ca II K
3934.366,6,Fe I
3935.319,7.5,Fe I
3935.645,11,CH
3935.73,5.5,CH
3935.826,35,Fe I
3935.979,30,Co I
3936.557,7,Fe I
3937.336,38,Fe I
3938.018,3.5,Fe I
3938.298,31,Fe I
3938.409,71,Mg I
3938.63,11,Fe I
3938.734,2.5,N I
3938.865,6.5,Co I
3938.97,4,Fe I
3939.518,3.5,Sc I
3940.041,28,Fe I
3940.358,9.5,Ce I
3940.89,84,Co I
3941.284,60,Fe I
3941.496,52,Cr I
3941.737,47,Co I
3941.856,25,Ni I
3942.016,5.5,V I
3942.155,10,Ce I
3942.239,1.5,C I
3942.37,41,Fe I
3942.448,72,Fe I
3942.746,15,Ce I
3942.844,15,Mn I
3943.182,22,Fe I
3943.348,52,Fe I
3943.679,5.5,V I
3943.82,36,CH
3943.918,3,Ce I
3944.016,488,Al I
3944.11,37,N I
3944.744,73,Fe I
3944.898,72,Fe I
3945.127,79,Fe I
3945.332,68,Co I
3945.493,10,Cr I
3945.961,10,Cr I
3946.048,7.5,Ca I
3946.2,2.5,Ni I
3947.002,83,Fe I
3947.27,3,O I
3947.385,49,Fe I
3947.538,86,Fe I
3947.778,74,T I
3947.978,9.5,Fe I
3948.109,99,Fe I
3948.281,35,Fe I
3948.68,94,Ti I
3948.785,80,Fe I
3949.061,89,Ca I
3949.402,3,Pr I
3949.605,6.5,Cr I
3949.7,2,Cr I
3949.959,103,Fe I
3950.253,4,V I
3950.358,55,Y I
3950.795,3.5,Fe I
3951.081,126,Cr I
3951.626,22,Fe I
3951.776,20,Cr I
3951.839,1,Hf I
3951.964,63,V I
3952.201,14,Nd I
3952.408,46,Cr I
3952.545,133,Ce I
3952.756,100,CH
3952.982,159,CH
3953.082,27,CH
3953.158,97,Fe I
3953.256,37,Cr I
3953.502,40,Fe I
3953.861,51,Fe I
3954.54,37,N I
3954.718,29,Fe I
3955.219,38,Fe I
3955.343,107,Fe I
3955.762,13,Fe I
3955.963,64,Fe I
3956.339,110,Ti I
3956.463,94,Fe I
3956.686,133,Fe I
3957.041,123,Fe I
3957.629,35,Fe I
3957.936,54,Co I
3958.093,9.5,Cr I
3958.216,86,Ti I
3958.416,27,Fe I
3958.636,3,Pd I
3958.74,31,Fe I
3958.87,3.5,Rh I
3959.453,4.5,Fe I
3959.542,2.5,Gd I
3960.284,50,Fe I
3960.647,3.5,Fe I
3960.765,6.5,Cr I
3960.916,7.5,Ce I
3961.01,11,Co I
3961.149,44,Fe I
3961.535,621,Al I
3962.179,41,CH
3962.722,22,Fe I
3962.861,46,T I
3962.972,5.5,Sm I
3963.115,81,Fe I
3963.222,47,CH
3963.347,4,Ti I
3963.437,20,Fe I
3963.691,56,Cr I
3964.19,15,N I
3964.28,48,T I
3964.526,53,Fe I
3965.016,1,Co I
3965.23,3.5,Co I
3965.516,39,Fe I
3965.845,9,Fe I
3966.073,66,Fe I
3966.511,35,Fe I
3966.639,44,Fe I
3966.824,11,Fe I
3967.055,5,Ce I
3967.431,19,Fe I
3967.975,7,Fe I
3968.492,15467,Ca II H
3969.06,5,Cr I
3969.148,5,Co I
3969.268,52,Fe I
3969.641,7.5,Fe I
3969.758,14,Cr I
3970.272,18,Fe I
3970.399,29,Fe I
3970.495,10,N I
3970.843,2,Fe I
3971.007,16,Fe I
3970.075,50,H$\epsilon$
3971.261,9,Cr I
3971.332,56,Fe I
3971.826,15,Fe I
3971.994,17,Eu I
3972.173,51,N I
3972.263,21,CH
3972.44,44,CH
3972.575,27,Ca I
3972.687,6,Cr I
3972.916,17,Fe I
3973.276,11,Nd I
3973.564,74,N I
3973.715,101,Ca I
3973.916,30,Fe I
3974.398,61,Fe I
3974.486,50,CH
3974.634,48,N I
3974.763,89,Fe I
3975.051,4.5,Fe I
3975.21,36,Fe I
3975.691,1.5,T I
3975.845,43,Fe I
3976.276,5.5,Sm I
3976.39,44,Fe I
3976.632,162,Fe I
3976.868,64,Fe I
3977.081,7.5,Mn I
3977.191,12,Co I
3977.45,4,Fe I
3977.575,8.5,Fe I
3977.747,104,Fe I
3978.572,8.5,Dy I
3978.667,68,Co I
3978.855,10,Co I
3979.115,4,Fe I
3979.196,7,Sm I
3979.323,5.5,Cr I
3979.522,67,Co I
3979.642,42,Fe I
3979.791,19,Cr I
3980.012,21,Fe I
3980.522,3.5,V I
3980.821,3.5,T I
3980.883,6,Ce I
3981.105,32,Fe I
3981.233,25,Cr I
3981.448,3,T I
3981.616,21,Fe I
3981.775,101,Fe I
3981.997,71,T I
3982.166,12,Mn I
3982.486,60,Ti I
3982.598,62,Mn I
3982.911,12,Ce I
3983.004,52,CH
3983.198,57,CH
3983.36,24,Fe I
3983.54,35,Fe I
3983.666,10,Dy I
3983.921,155,Cr I
3984.15,70,N I
3984.451,9,Fe I
3984.564,3.5,V I
3984.665,55,Ce I
3984.839,2.5,Ru I
3984.941,37,Fe I
3985.242,35,Mn I
3985.392,99,Fe I
3985.6,11,T I
3985.789,5.5,V I
3986.18,82,Fe I
3986.37,9,N I
3986.76,267,Mg I
3987.096,163,Mn I
3987.473,12,Mn I
3987.612,52,T I
3987.966,18,Yb I
3988.516,44,La I
